CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
L25209DD1985PLC004694,FIBERWEB (INDIA) LIMITED,ACTIVE,Public,Company Limited by Shares,200000000,109930930,10/22/1985,Daman and Diu,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)","AIRPORT ROAD, KADAIYA VILLAGE, NANI DAMAN, DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U31909DD1998PLC004665,NED ENERGY LIMITED,ACTIVE,Public,Company Limited by Shares,325000000,65806450,12-11-98,Daman and Diu,RoC-Goa,Manufacturing (Machinery & Equipments),"213, SABARI KACHGAM Daman and Diu INDIA 396210",Indian Non-Government Company
U31200DD1988PTC000860,SUPRAPTI PACKAGING PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"1,000,000.00",NA,09-09-88,Daman and Diu,RoC-Goa,Manufacturing (Machinery & Equipments),"A-3/18, DAMAN INDUSTRIALESTATE, SOMNATH ROAD DAMAN 396 210 396 210 Daman and Diu INDIA",Indian Non-Government Company
U17111DD1987PTC000706,SHAH THREADS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"1,000,000.00","2,000.00",30-01-87,Daman and Diu,RoC-Goa,Manufacturing (Textiles),AVKAR BUILDING FLAT NO 1011ST FLOOR OPP KALIVIA CHECK POST SOMNATH ROAD DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U18209DD1986PTC000694,KRISHNA LEATHER INDUSTRIES PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"2,500,000.00","1,570,000.00",07-10-86,Daman and Diu,RoC-Goa,Manufacturing (Textiles),KRISHNA KUNJ5TH OCTOBER ROAD DAMAN DAMAN (U T) Daman and Diu INDIA 396210,Indian Non-Government Company
U36101DD1984PTC000565,SHREE SATYANARAYAN WOOD WORKS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00","21,000.00",27-03-84,Daman and Diu,RoC-Goa,Manufacturing (Others),"JAIN STREET, DAMAN DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U27109DD1982PTC000496,STEEL MECH (GOA) PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00",NA,10-08-82,Daman and Diu,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",A 3/6DAMAN INDUSTRIAL ESTATE SOMNATH ROAD DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U00329DD1975PLC000243,REMS AUTO ENGINEERS LIMITED,UNDER PROCESS OF STRIKING OFF,Public,Company Limited by Shares,"1,000,000.00",NA,06-09-75,Daman and Diu,RoC-Goa,NA,"A2-4, DAMAN INDUSTRIAL ESTATE,DAMAN. DAMAN. Daman and Diu INDIA",Indian Non-Government Company
U00200DD1975PTC000241,DAMAN AUTO INDUSTRIES PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"1,000,000.00",NA,06-09-75,Daman and Diu,RoC-Goa,NA,"A2-4, DAMAN INDUSTRIAL ESTATE,DAMAN. DAMAN. Daman and Diu INDIA",Indian Non-Government Company
U65993DD1994PTC001566,HEMAVIN HOLDINGS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"1,000,000.00","825,200.00",15-04-94,Daman and Diu,RoC-Goa,Finance,"ROSHAN MANZIL,1ST FLOOR, NANI DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U00360DD1994PLC001532,ANCHOR ELECTRICALS LIMITED,UNDER PROCESS OF STRIKING OFF,Public,Company Limited by Shares,"10,000,000.00",NA,22-02-94,Daman and Diu,RoC-Goa,NA,"SUPREME INDUSTRIAL ESTATE,PLOT NO.4, PATALIA ROAD, BHIMPORE, DAMAN. 396 210. BHIMPORE, DAMAN. 396 210. Daman and Diu INDIA",Indian Non-Government Company
U55101DD1993PTC001477,SAHIL HOTELS AND INVESTMENTS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",26-11-93,Daman and Diu,RoC-Goa,Trading,PLOT NO 88/25 & 26MOTI DAMAN DAMAN&DIU Daman and Diu INDIA,Indian Non-Government Company
U01390DD1993PTC001390,SUNIT LABELS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"2,500,000.00","4,000.00",08-07-93,Daman and Diu,RoC-Goa,NA,T/8 PRAGATI INDUSTRIALESTATE OPP 66 KVA STATION SILVASA Daman and Diu INDIA 396230,Indian Non-Government Company
U17119DD1978PTC000006,DOSHI LEATHER CLOTH MANUFACTURING CO.PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00",NA,17-04-78,Daman and Diu,RoC-Goa,Manufacturing (Textiles),"46A-47A, INDUSTRIAL ESTATE,SILVASSA DADRA NAGAR HAVELI. Daman and Diu INDIA",Indian Non-Government Company
U51223DD2004PTC003460,SONAL AQUACULTURE PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",13-04-04,Daman and Diu,RoC-Goa,Trading,H NO 1528KHARVAWAD VANKBARA DIU Daman and Diu INDIA 396210,Indian Non-Government Company
U00304DD2003PTC003307,SOFTECH PHARMA PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"10,000,000.00",NA,10-10-03,Daman and Diu,RoC-Goa,NA,"SURVEY NO. 708/6,SOMNATH ROAD, BEHIND SOMNATH TEMPLE, DABHEL, NANI DAMAN 396 215 Daman and Diu INDIA",Indian Non-Government Company
U01122DD1989PTC003248,GURU SYNTHETICS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"5,000,000.00","5,000,000.00",05-12-89,Daman and Diu,RoC-Goa,Agriculture and Allied Activities,"SURVEY NO. 757/7& 8,VILLAGE DABHEL, DAMAN (U.T.) Daman and Diu INDIA",Indian Non-Government Company
U52206DD1999PTC002649,CRYSTAL COOL PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00",200,19-01-99,Daman and Diu,RoC-Goa,Trading,HOUSE NO 558PILIMBI VADDO SIOLIM BARDEZ GOA Daman and Diu INDIA,Indian Non-Government Company
U02582DD1998PTC002582,JACCUZI PHARMA AND DRUGS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"10,000,000.00","100,000.00",30-07-98,Daman and Diu,RoC-Goa,NA,"OPP. BUS STAND,SOMNATH DABHEL DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U02551DD1998PTC002551,SALT REFINERS AND PROJECT SERVICES PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00","2,000.00",28-04-98,Daman and Diu,RoC-Goa,NA,DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U02545DD1998PTC002545,MAGNUM PORT AND TECHNICAL SERVICES PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00",200,01-04-98,Daman and Diu,RoC-Goa,NA,HOTEL S K AGARWALAASHIRWAD COMPLEX SEA FACE ROAD NANI DAMAN DAMAN U T Daman and Diu INDIA,Indian Non-Government Company
U02246DD1997PTC002246,CONSOLIDATED DISTRIBUTORS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"10,000,000.00","4,750,000.00",06-01-97,Daman and Diu,RoC-Goa,NA,"SURVEY NO 52/1 52/2 DAMANINDUSTRIAL ESTATENEAR JAISHIN WIRE KADAYA, DISTBHIMPOR DAMAN (U T) Daman and Diu INDIA 396210",Indian Non-Government Company
U02060DD1996PTC002060,ADVANCE SYSTEMS TECHNOLOGY PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"500,000.00","5,000.00",11-03-96,Daman and Diu,RoC-Goa,NA,"A/1/1, GDDIDC INDUSTRIALESTATE, DAMAN DAMAN (VIA VAPI) Daman and Diu INDIA 396210",Indian Non-Government Company
U52321DD1996PTC002009,DAYITA MERCANTILE PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00",NA,09-01-96,Daman and Diu,RoC-Goa,Trading,139ANDRUL INDUSTRIAL ESTATE SILVASSA DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U67120DD1996PTC002008,KUNTAL SHAREBROKERS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00",NA,09-01-96,Daman and Diu,RoC-Goa,Finance,139ANDRUL INDUSTRIAL ESTATE SILVASSA DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U15141DD1995PLC001975,METRO OIL MANUFACTURING LIMITED,UNDER PROCESS OF STRIKING OFF,Public,Company Limited by Shares,"1,000,000.00","4,000.00",24-11-95,Daman and Diu,RoC-Goa,Manufacturing (Food stuffs),106 AVKARALGANI NAGAR KALARIA DAMAN (U.T.) Daman and Diu INDIA,Indian Non-Government Company
U00367DD1995PTC001943,ACMA COMPUTERS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"500,000.00",NA,10-10-95,Daman and Diu,RoC-Goa,NA,"OPP. RASMITILES,VAPI DAMAN ROAD, DABHEL, DAMAN. DABHEL, DAMAN. Daman and Diu INDIA",Indian Non-Government Company
U36101DD1995PTC001941,UNEX EXPORTS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"5,000,000.00","5,000,000.00",09-10-95,Daman and Diu,RoC-Goa,Manufacturing (Others),130 HOTEL SUN N SEAMAIN ROAD NANI DAMAN DAMAN (U.T.) Daman and Diu INDIA 396210,Indian Non-Government Company
U00330DD1995PLC001901,ETCETRA LIFESTYLE LIMITED,UNDER PROCESS OF STRIKING OFF,Public,Company Limited by Shares,"5,000,000.00",NA,20-07-95,Daman and Diu,RoC-Goa,NA,"PLOT SURVEY NO: 375/10KACHIGAM VILLAGE,KACHIGAM ZARY CAUSEWAY ROAD, NANI DAMAN-396 210. Daman and Diu INDIA",Indian Non-Government Company
U63040DD1994PTC001809,JANAK SHIPPING PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"1,000,000.00",200,24-02-94,Daman and Diu,RoC-Goa,"Transport, storage and Communications","108, AVAKAR, ALGANI NAGAR,KALARIA, DAMAN (U.T.). Daman and Diu INDIA",Indian Non-Government Company
U65993DD1995PTC001791,JALPA HOLDINGS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00","47,200.00",01-03-95,Daman and Diu,RoC-Goa,Finance,"5, ROSHAN MAHAL,1ST FLOOR, NANI DAMAN, DAMAN 396 210 Daman and Diu INDIA 396210",Indian Non-Government Company
U65993DD1995PTC001790,VIJAY HOLDINGS PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",01-03-95,Daman and Diu,RoC-Goa,Finance,"5, ROSHAN MANZIL,1ST FLOOR, NANI DAMAN, DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U67120DD1994PLC001742,WORLDWIDE CAPITAL MARKETS LIMITED,UNDER PROCESS OF STRIKING OFF,Public,Company Limited by Shares,"40,000,000.00","9,950,000.00",23-12-94,Daman and Diu,RoC-Goa,Finance,"336/2, KACHIGRAM, GROUND, DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U19201DD1991PTC001107,SHAH SHOE MAC PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"1,200,000.00",200,11-01-91,Daman and Diu,RoC-Goa,Manufacturing (Leather & products thereof),482/16 LAXMI INDESTATE NANI DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U74950DD1988PTC000827,TIN PACK PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"5,000,000.00","4,732,200.00",03-06-88,Daman and Diu,RoC-Goa,Business Services,A-3/12INDUSTRIAL ESTATE SOMNATH ROAD DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U26103DD1998PTC002530,SIPRA REMEDIES PRIVATE LIMITED,UNDER LIQUIDATION,Private,Company Limited by Shares,"35,000,000.00","30,725,000.00",24-02-98,Daman and Diu,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)","PLOT NO 688/4 , SIDDHIVINAYAK IND ESTATE SOMNATH ROAD , DAMAN (U.T) Daman and Diu INDIA 396210",Indian Non-Government Company
U51909DD1995PLC001944,CRYSTAL EXIM LIMITED,UNDER LIQUIDATION,Public,Company Limited by Shares,"10,000,000.00","5,000,000.00",10-10-95,Daman and Diu,RoC-Goa,Trading,INDUSTRIAL CONTROLEQUIPMENT 362/ 1-C GANESH IMDL ESTATE KACHIGHAM DAMAN DAMAN GOA Daman and Diu INDIA 396210,Indian Non-Government Company
U55101DD2011PTC004691,OM SAI SHRADDHA HOSPITALITY PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","100,000.00",15-02-11,Daman and Diu,RoC-Goa,Trading,"HOUSE NO.12/343 DAGI NIWAS, OPP.MARWAD HOSPITAL,MARWAD DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U70100DD2007PTC004657,SMIT (DAMAN) ESTATES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,30-07-07,Daman and Diu,RoC-Goa,Real Estate and Renting,"S.NO.298, KATHIRIA, AIRPORT ROAD, NANI DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U10102DD2006PTC004651,BIO COAL ENERGY PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",28-12-06,Daman and Diu,RoC-Goa,Mining & Quarrying,"HOUSE NO. - 1101, MAYAVANSHI FALIA, AMBICA NAGAR, DUNETHA, NANI DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U00313DD1982PTC000517,KHIVRAJ METALS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,31-12-82,Daman and Diu,RoC-Goa,NA,"A-2/7, DAMAN INDUSTRIALESTATE, SOMNATH ROAD, DAMAN. DAMAN. Daman and Diu INDIA",Indian Non-Government Company
U00284DD1982PTC000495,M.R.CLOSURES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,10-08-82,Daman and Diu,RoC-Goa,NA,A 2/7 DAMAN INDUSTRIAL ESTATESOMNATH ROAD DAMAN. Daman and Diu INDIA,Indian Non-Government Company
U29191DD1982PTC000477,TECHMEN INDUSTRIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",20-03-82,Daman and Diu,RoC-Goa,Manufacturing (Machinery & Equipments),PLOT NO 371/1/(1) B-1041ST FLOOR NUPUR INDUSTRIAL ESTATE KACHIGAM ROAD DAMAN (UT) Daman and Diu INDIA 396210,Indian Non-Government Company
U00304DD1979PTC000367,SPARTACUS PHARMACEUTICALS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,28-05-79,Daman and Diu,RoC-Goa,NA,"VARKUND SUNNAT VAL JAMMATKHADAKI VAD NEAR TAXI STAND, NANI DAMAN, Daman and Diu INDIA",Indian Non-Government Company
U15124DD2004PTC003440,MAHALAXMI AQUACULTURE PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",25-03-04,Daman and Diu,RoC-Goa,Manufacturing (Food stuffs),H NO 2867KHAJURIA STREET VANAKBARA DIU (UT) Daman and Diu INDIA 362520,Indian Non-Government Company
U24118DD2004PTC003392,SURYA CHEM DAMAN INDIA PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","400,000.00",16-02-04,Daman and Diu,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",52 BHARAT INDUSTRIAL AREAVILLAGE BHIMPUR DAMAN (UT) DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U67190DD1999PTC002678,PRIMECOUNSEL PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","2,000.00",07-04-99,Daman and Diu,RoC-Goa,Finance,ROSHAN MANZILFIRST FLOOR DAMAN DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U15201DD1995PLC001781,TRANS DAIRY PRODUCTS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"1,000,000.00",700,20-02-95,Daman and Diu,RoC-Goa,Manufacturing (Food stuffs),23 BHARAT INDUSTRIAL ESTATEBHIMPORE DAMAN Daman and Diu INDIA 396321,Indian Non-Government Company
U02001DD1995PLC001780,TRANS ORCHARDS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"500,000.00","1,000.00",20-02-95,Daman and Diu,RoC-Goa,Agriculture and Allied Activities,23 BHARAT INDUSTRIAL ESTATEBHIMPORE DAMAN DAMAN Daman and Diu INDIA,Indian Non-Government Company
U65910DD1994PLC001688,TRANS INVESTMENT AND FINANCIAL LIMITED,STRIKE OFF,Public,Company Limited by Shares,"2,500,000.00","1,000.00",31-10-94,Daman and Diu,RoC-Goa,Finance,23 BHARAT INDUSTRIAL ESTATEBHIMPORE DAMAN U T Daman and Diu INDIA 396210,Indian Non-Government Company
U15139DD1994PLC001686,TRANS FROZEN FOODS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"2,500,000.00",100,31-10-94,Daman and Diu,RoC-Goa,Manufacturing (Food stuffs),23 BHARATINDUSTRIAL ESTATE BHIMPORE DAMAN (UT) Daman and Diu INDIA,Indian Non-Government Company
U18101DD1994PLC001659,LA-ARIJO ATTIRE MANUFACTURERS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"60,000,000.00","17,605,000.00",23-09-94,Daman and Diu,RoC-Goa,Manufacturing (Textiles),"2/4, GOLDEN INDUSTRIAL ESTATE, SOMNATH ROAD, DAMAN DAMAN Daman and Diu INDIA",Indian Non-Government Company
U15511DD1994PTC001607,ROLEX DISTILLERIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00",200,16-06-94,Daman and Diu,RoC-Goa,Manufacturing (Food stuffs),9 KANIYAKUMARISARVODAYA SOCIETY TIN PATTI NANI DAMAN Daman and Diu INDIA,Indian Non-Government Company
U00006DD1971PTC000120,UMESH FISHERIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"265,000.00",NA,18-06-71,Daman and Diu,RoC-Goa,NA,"MAIN ROAD, DAMAN,VIA VAPI. VIA VAPI. Daman and Diu INDIA",Indian Non-Government Company
U23201DD2004PTC003571,ABHAY PETRO MARKETING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,500,000.00","100,000.00",06-08-04,Daman and Diu,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)","9,VIVEK JETTY ROAD DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U51223DD2004PTC003462,RATNAKAR SHRIMPS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",13-04-04,Daman and Diu,RoC-Goa,Trading,H NO 11 383KOLIMAR STREET NANI DAMAN DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U51223DD2004PTC003461,TIRUPATI AQUACULTURE PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",13-04-04,Daman and Diu,RoC-Goa,Trading,"H. NO. 8/211, PARKOTA STREET NANI DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U51909DD2002PTC003107,UBIQUTOUS TRADELINK PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"300,000.00","200,000.00",12-06-02,Daman and Diu,RoC-Goa,Trading,"78/1/2, DAMAN INDUSTRIALESTATE, KADAYA, NANI DAMAN DAMAN Daman and Diu INDIA 396210",Indian Non-Government Company
U52311DD1999PTC002751,JUGGIN TRADING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","500,000.00",14-10-99,Daman and Diu,RoC-Goa,Trading,SHIVAM COMPLEX BUILDING NO 1SHOP NO A/5 DUNETHA ROAD DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U24246DD1999PTC002661,YASH COSMETICS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",22-02-99,Daman and Diu,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",10-A GREEN PARKCOLLEGE ROAD DUNETHA NAKA NANI DAMAN DAMAN (U T) Daman and Diu INDIA 396210,Indian Non-Government Company
U00313DD1997PTC002474,CREATIVE PLASTICS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"44,000.00",NA,04-12-97,Daman and Diu,RoC-Goa,NA,"NATIONAL HOUSE,SOMNATH ROAD, DANJEL, NANI DAMAN DAMAN (U.T.) Daman and Diu INDIA",Indian Non-Government Company
U00355DD1996PLC002209,TRANS CONSUMER PRODUCTS LIMITED.,STRIKE OFF,Public,Company Limited by Shares,"2,500,000.00",NA,25-10-96,Daman and Diu,RoC-Goa,NA,"23, BHARAT INDUSTRIAL ESTATE,BHIMPORE, DAMAN DAMAN Daman and Diu INDIA",Indian Non-Government Company
U92132DD1996PLC002208,TRANS TELE FILMS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"2,500,000.00","1,000.00",25-10-96,Daman and Diu,RoC-Goa,"Community, personal & Social Services",23 BHARAT INDUSTRIAL ESTATEBHIMPORE DAMAN DAMAN Daman and Diu INDIA,Indian Non-Government Company
U00370DD1996PTC002164,VIKING INDUSTRIAL PRODUCTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"3,000,000.00",NA,20-08-96,Daman and Diu,RoC-Goa,NA,SHAKTI MAHALOPP. HOTEL MIRAMAR DAMAN Daman and Diu INDIA,Indian Non-Government Company
U36993DD1996PLC002129,SOLARIS COSMETICS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"1,000,000.00","553,000.00",02-07-96,Daman and Diu,RoC-Goa,Manufacturing (Others),13/710/C SHREEJI KRUPAWAD CHOWKY VAPI DAMAN ROAD DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U26104DD1996PTC002023,DAMAN CHEMI PLANT EQUIPMENTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00","100,000.00",02-02-96,Daman and Diu,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",78/1 DAMAN INDUSTRIAL ESTATEVILLAGE KADAIYA NANI DAMAN DAMAN (U.T.) Daman and Diu INDIA 396210,Indian Non-Government Company
U71230DD1995PLC001813,ANJANEY IMPEX AND SECURITIES LIMITED,STRIKE OFF,Public,Company Limited by Shares,"50,000,000.00","7,000.00",27-03-95,Daman and Diu,RoC-Goa,Real Estate and Renting,INDUSTRIAL ESTATEMALALA DIU (U T) Daman and Diu INDIA 362520,Indian Non-Government Company
U31101DD1995PTC001793,POWER PROJECTS (INDIA) PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,02-03-95,Daman and Diu,RoC-Goa,Manufacturing (Machinery & Equipments),SAINATH SAW MILL COMPOUNDKHARI WADI DAMAN VAPI MAIN ROAD NANI DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U25209DD1995PLC001763,FUSION BHARAT LIMITED,STRIKE OFF,Public,Company Limited by Shares,"10,000,000.00","58,000.00",27-01-95,Daman and Diu,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",BHARAT PIPES COMPOUNDAIRPORT ROAD NANI DAMAN DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U00894DD1993PTC001372,OTTO TECNO CONSULTANTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,15-06-93,Daman and Diu,RoC-Goa,NA,"H.NO.DCM-8-323,NEAR OLDTELEPHONE EXCHANGE, NANI DAMAN-396 210. Daman and Diu INDIA",Indian Non-Government Company
U51432DD1993PTC001371,ANJALI TRADING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00","102,000.00",15-06-93,Daman and Diu,RoC-Goa,Trading,VILLAGE KADAIYAPOST BHIMPORE NANI DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U74950DD1992PLC001293,GLOBE PLAST INDUSTRIES LIMITED.,STRIKE OFF,Public,Company Limited by Shares,"10,000,000.00","500,000.00",21-10-92,Daman and Diu,RoC-Goa,Business Services,"PLOT NO.6,7,8,9 SURVEY NO.482 NEAR DABHEL CHECK POST, DAMAN. DAMAN. Daman and Diu INDIA",Indian Non-Government Company
U00364DD1992PLC001265,CELLO APPLIANCES LIMITED.,STRIKE OFF,Public,Company Limited by Shares,"5,000,000.00",NA,11-08-92,Daman and Diu,RoC-Goa,NA,"PLOT NO. 717/1,2,3,SOMNATH ROAD, DHABEL, DAMAN (UT) 396210. Daman and Diu INDIA",Indian Non-Government Company
U00221DD1992PTC001263,KRIMPI DISTILLERY PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00",NA,06-08-92,Daman and Diu,RoC-Goa,NA,"KRIMPI DISTILLERY,PLOT NO. 34,36 SUPREME INDUSTRIAL ESTATE, BHIMPORE NANI DAMAN. Daman and Diu INDIA",Indian Non-Government Company
U00204DD1992PLC001232,DAMAN AGRO FOODS LIMITED.,STRIKE OFF,Public,Company Limited by Shares,"10,000,000.00",NA,11-05-92,Daman and Diu,RoC-Goa,NA,"757/3,SOMNATH ROAD,DHABEL,DAMAN-396210 DAMAN-396210 Daman and Diu INDIA",Indian Non-Government Company
U01144DD1991PTC001144,DEVILABEN MOTELS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","27,200.00",11-07-91,Daman and Diu,RoC-Goa,NA,HOUSE NO 342/4KHADIWAR NANI DAMAN DAMAN Daman and Diu INDIA 396210,Indian Non-Government Company
U19119DD1989PTC001004,PHOENIX LEATHERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","75,000.00",31-10-89,Daman and Diu,RoC-Goa,Manufacturing (Leather & products thereof),22 C DAMANINDUSTRIAL ESTATE SOMNATH ROAD DAMAN Daman and Diu INDIA,Indian Non-Government Company
U00335DD1989PTC000989,ROMALIUM ANODES (DAMAN) PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,10-08-89,Daman and Diu,RoC-Goa,NA,"13/4,RINGANWADA,NEXT TO KRUPAPOLYFILM,NANI DAMAN Daman and Diu INDIA",Indian Non-Government Company
U24299DD1989PTC000975,EVEREST MULTI OXIDES PRIVAT LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00",400,30-05-89,Daman and Diu,RoC-Goa,"Manufacturing (Metals & Chemicals, and products thereof)",27 DAMAN VAPI ROADOPP SAGAR SAMRAT KHARIWAD DAMAN Daman and Diu INDIA,Indian Non-Government Company
