CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U63040GA1990PTC001076,UVI LEISURE GROUP PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","300,000.00",11-09-90,Goa,RoC-Goa,"Transport, storage and Communications","UVI HOUSE, CHOGM ROAD,ALTO PORVORIM, BARDEZ GOA Goa INDIA 403521",Indian Non-Government Company
U01111GA1995PTC001073,D SILVA AGRO FOODS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","2,000.00",30-09-95,Goa,RoC-Goa,Agriculture and Allied Activities,CASTELWADDO NAGOAVERNA SALCETE SALCETE GOA Goa INDIA 403722,Indian Non-Government Company
U74300GA1990PTC001052,RESHMA SIGNS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00","92,000.00",01-06-90,Goa,RoC-Goa,Business Services,L-41HOUSING BOARD COLONY PORVORIM GOA Goa INDIA 403521,Indian Non-Government Company
U32209GA1990SGC001043,INFO TECH CORPORATION OF GOA LIMITED,DORMANT,Public,Company Limited by Shares,"175,000,000.00","163,346,840.00",18-04-90,Goa,RoC-Goa,Manufacturing (Machinery & Equipments),CAPITAL HOUSE 2ND FLOORNEAR ASSEMBLY COMPLEX PORVORIM GOA Goa INDIA 403521,State Government Company
U51420GA1990PTC001039,GEOMIN SALES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","840,000.00",11-04-90,Goa,RoC-Goa,Trading,"MARCHON BUILDING, 3RD FLOOR, OPP LOHIA MAIDAN MARGAO Goa INDIA 403601",Indian Non-Government Company
U01038GA1991PTC001038,DYNAFLO METTALICS (GOA) PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,200,000.00","656,000.00",21-01-91,Goa,RoC-Goa,NA,5 BHANAV APARTS NOFLOOR DR SHIRGAONKAR ROAD PANAJI GOA Goa INDIA 403001,Indian Non-Government Company
U75113GA1990SGC001035,GOA STATE SCHEDULED CASTE AND OBC FINANCE AND DEVELOPMENT CORPORATION LIMITED,DORMANT,Public,Company Limited by Shares,"50,000,000.00","47,046,030.00",02-04-90,Goa,RoC-Goa,"Community, personal & Social Services",4TH FLOOR PATTO CENTRENEAR K T C BUS STAND PANAJI GOA Goa INDIA 403001,State Government Company
U01022GA1990PTC001022,PATEL'S CLOSURES PVT LTD,DORMANT,Private,Company Limited by Shares,"1,000,000.00","900,000.00",14-02-90,Goa,RoC-Goa,NA,D-2/37 TIVIM INDUSTIRALESTATE TIVIM MAPUSA GOA Goa INDIA,Indian Non-Government Company
U55101GA1990PLC001019,HOTHI HOTELS LIMITED,DORMANT,Public,Company Limited by Shares,"10,000,000.00","500,000.00",07-02-90,Goa,RoC-Goa,Trading,UTORDAP.O. MAJORDA SALCETE GOA Goa INDIA,Indian Non-Government Company
U75123GA1990SGC001015,GOA LAND ARMY CORPORATION LIMITED,DORMANT,Private,Company Limited by Shares,"50,000,000.00","50,000,000.00",19-01-90,Goa,RoC-Goa,"Community, personal & Social Services","ST INEZ MUNICIPAL COMPLEX, GROUND FLOOR PANAJI Goa INDIA 403001",State Government Company
