CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
L20101NL1985PLC002284,SANGRAHALAYA TIMBER AND CRAFTS LTD,ACTIVE,Public,Company Limited by Shares,200100000,200100000,01-04-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),P.O. - NAGINIMARA DIST : MON NAGALAND Nagaland INDIA 798622,Indian Non-Government Company
U72100NL1985PTC002285,TIRU WOODLAND PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,100000,22-01-85,Nagaland,RoC-Shillong,Business Services,NAGINIMORAMON NAGALAND Nagaland INDIA,Indian Non-Government Company
U20101NL1985PTC002286,SAMSON TIMBER INDUSTRIES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,10000000,9780000,22-01-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),P.O -TIZIT DIST- MON TIZIT Nagaland INDIA,Indian Non-Government Company
U72100NL1985PTC002297,HILLS VALLEY PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2000000,3000,02-01-85,Nagaland,RoC-Shillong,Business Services,TORU OATINGMON NAGALAND Nagaland INDIA,Indian Non-Government Company
U20211NL1985PTC002298,LAKHIPAHAR FOREST PRODUCTS PRIV LIMITED,DORMANT,Private,Company Limited by Shares,2000000,802000,02-01-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),"P.O.Tizit, Dt- Mon. Mon. NAGALAND Nagaland INDIA",Indian Non-Government Company
U20101NL1985PTC002299,TIRU HILLS TIMBER PVT LTD,STRIKE OFF,Private,Company Limited by Shares,500000,11000,02-02-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),P.O.Tiru Dist: Mon Nagaland INDIA,Indian Non-Government Company
U20211NL1985PTC002300,TRI GREEN VENEER INDUSTRIES PVT LTD,ACTIVE,Private,Company Limited by Shares,3000000,1800000,02-04-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),KHATKHATI ROAD DIMAPUR Nagaland INDIA 797112,Indian Non-Government Company
U20211NL1985PTC002301,KAL VANEERS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1500000,400,02-04-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),TIRU P O NAGINMORADISTT MON NAGALAND Nagaland INDIA,Indian Non-Government Company
U20101NL1985PTC002302,HUNGLUNG WOOD PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1500000,3000,02-04-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),DIMPAPUR DIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U72100NL1985PTC002303,NOKNEI TIMBERS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,330500,02-05-85,Nagaland,RoC-Shillong,Business Services,TIRU UPPERNAGINIMORA MON NAGALAND Nagaland INDIA,Indian Non-Government Company
U20211NL1985PTC002307,SUPERME VENEERS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2000000,1000000,19-02-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),TIZITMON NAGALAND Nagaland INDIA,Indian Non-Government Company
U20211NL1985PTC002320,VIRGIN FOREST PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2000000,476000,20-03-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),TIZITMON NAGALAND Nagaland INDIA,Indian Non-Government Company
U20101NL1985PLC002346,DILLAI VALLEY WOODCRAFTS PVT.LTD.,STRIKE OFF,Public,Company Limited by Shares,1500000,0,27-03-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),Dimapur nagaland Nagaland INDIA,Indian Non-Government Company
U65921NL1985PTC002348,TRAGOPAN PLYWOOD AND SAW MILLS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,500000,10000,04-01-85,Nagaland,RoC-Shillong,Finance,"Village- Chui, Dist.& P.O. Mon Nagaland INDIA",Indian Non-Government Company
U20211NL1985PTC002350,HILLTOP VENEER AND SAW MILLS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,10000,04-01-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),P.O. TIZIT Nagaland INDIA,Indian Non-Government Company
U72100NL1985PTC002357,NANDINI PLY PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2500000,2200,05-08-85,Nagaland,RoC-Shillong,Business Services,LOWER TIRUNAGINIMORA MON NAGALAND Nagaland INDIA,Indian Non-Government Company
U72100NL1985PTC002360,HILL VIEW PLYWOOD PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,500000,486000,23-05-85,Nagaland,RoC-Shillong,Business Services,TIZITMON NAGALAND Nagaland INDIA,Indian Non-Government Company
U72100NL1985PTC002386,K.B.WANGSU TIMBER MILLS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,200000,4200,17-07-85,Nagaland,RoC-Shillong,Business Services,TIZITMON NAGALAND Nagaland INDIA,Indian Non-Government Company
U19111NL1985PTC002392,NAGALAND BONE MILLS COMPANY PVT LTD,STRIKE OFF,Private,Company Limited by Shares,500000,290500,19-07-85,Nagaland,RoC-Shillong,Manufacturing (Leather & products thereof),6TH MILE DIMAPURDIST KOHIMA NAGALAND Nagaland INDIA,Indian Non-Government Company
U01409NL1985PTC002394,NAGALAND AGRO INDUSTRIES PVT LTD,ACTIVE,Private,Company Limited by Shares,100000,200,19-07-85,Nagaland,RoC-Shillong,Agriculture and Allied Activities,GOLAGHAT ROADDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U20101NL1985PTC002451,TIZIT WOOD PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2000000,110000,11-01-85,Nagaland,RoC-Shillong,Manufacturing (Wood Products),TIZITDIST MON DIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U72100NL1985PLC002460,NAGALAND TEA AND INDSTRIES LTD,STRIKE OFF,Public,Company Limited by Shares,2500000,700,12-12-85,Nagaland,RoC-Shillong,Business Services,MUPONGCHUKITMOKOKCHUNG NAGALAND Nagaland INDIA,Indian Non-Government Company
U36991NL1986PTC002503,NOKZANG VAILEY VENEER MILL PVT LTD,STRIKE OFF,Private,Company Limited by Shares,500000,251000,25-03-86,Nagaland,RoC-Shillong,Manufacturing (Others),"P.O. Lokon, Dist. Mon Nagaland INDIA",Indian Non-Government Company
U20211NL1986PTC002504,JALUKIE VALLEY INDUSTRIES PVT LTD,DORMANT,Private,Company Limited by Shares,2500000,790000,25-03-86,Nagaland,RoC-Shillong,Manufacturing (Wood Products),KHER MOHALDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U15511NL1986PTC002509,EASTCHEM PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,200,27-03-86,Nagaland,RoC-Shillong,Manufacturing (Food stuffs),NEPALI BASTI DIMAPURDIST KOHIMA NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U15310NL1986PTC002510,REGAL FLOUR MILLS COMPANY PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2000000,3000,04-01-86,Nagaland,RoC-Shillong,Manufacturing (Food stuffs),OINGRIJANDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U67120NL1986PLC002554,BLUE HILLS FINANCE CORPORATION LIMITED,STRIKE OFF,Public,Company Limited by Shares,10000000,10000000,07-09-86,Nagaland,RoC-Shillong,Finance,LUMTI COLONY DIMAPURDIST. KOHIMA Kohima nagaland Nagaland INDIA 797112,Indian Non-Government Company
U31300NL1986PTC002575,CHUMUKEDIMA FOREST PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,4000,22-08-86,Nagaland,RoC-Shillong,Manufacturing (Machinery & Equipments),Nagarjan P.O. Dimapur Dist. Kohima Nagaland INDIA,Indian Non-Government Company
U20101NL1987PTC002662,IDEAL TIMBER INDUSTRIES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,4100,27-02-87,Nagaland,RoC-Shillong,Manufacturing (Wood Products),KHATKHATI ROADDIMAPUR KOHIMA NAGALAND Nagaland INDIA,Indian Non-Government Company
U20299NL1987PLC002664,RELIABLE PRODUCTS LIMITED,ACTIVE,Public,Company Limited by Shares,3000000,500000,03-02-87,Nagaland,RoC-Shillong,Manufacturing (Wood Products),KHATKHATI ROAD DIMAPUR Nagaland INDIA 797112,Indian Non-Government Company
U67120NL1987PLC002679,PIVOT INVESTMENTS LTD,STRIKE OFF,Public,Company Limited by Shares,10000000,8250700,04-08-87,Nagaland,RoC-Shillong,Finance,"LUMTI COLONY, DIMAPUR, Nagaland INDIA",Indian Non-Government Company
U20101NL1987PTC002764,M B PANESAR AND SONS PVT LTD,ACTIVE,Private,Company Limited by Shares,10000000,10000000,14-08-87,Nagaland,RoC-Shillong,Manufacturing (Wood Products),"Nepali Basti, Link Road, DIMAPUR Nagaland INDIA 797112",Indian Non-Government Company
U72100NL1987PTC002792,SARMA AND DEY PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2500000,15000,16-10-87,Nagaland,RoC-Shillong,Business Services,DIMAPURKOHIMA NAGALAND Nagaland INDIA,Indian Non-Government Company
U25114NL1987PTC002800,ANCEE DEVELOPMENT PRIV LIMITED,ACTIVE,Private,Company Limited by Shares,2500000,2491500,13-11-87,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)","Z. Road, Dimapur Nagaland INDIA",Indian Non-Government Company
U15549NL1987PTC002816,SARAS FOOD AND BREVERAGES PVT LTD,ACTIVE,Private,Company Limited by Shares,50000000,5956000,12-03-87,Nagaland,RoC-Shillong,Manufacturing (Food stuffs),NEAR EROS CINEMADIMAPUR NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U72100NL1987PTC002817,SARAS ROLLER FLOUR MILLS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2000000,20000,12-03-87,Nagaland,RoC-Shillong,Business Services,ZAKIESATHO ROADDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U15311NL1987PLC002827,NAGALAND ROLLER FLOUR MILLS LTD,ACTIVE,Public,Company Limited by Shares,30000000,16501350,14-12-87,Nagaland,RoC-Shillong,Manufacturing (Food stuffs),KALIBARI ROADDIMAPUR NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U20101NL1987PTC002830,GYAN INDUSTRIAL HOUSE PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2500000,1180000,15-12-87,Nagaland,RoC-Shillong,Manufacturing (Wood Products),"Jain Temple Road, Dimapur-797112. NAGALAND Nagaland INDIA",Indian Non-Government Company
U20101NL1988PTC002839,BALAJI TIMBER INDUSTRY PVT LTD,STRIKE OFF,Private,Company Limited by Shares,5000000,250000,01-01-88,Nagaland,RoC-Shillong,Manufacturing (Wood Products),KHER MAHALNATUN BASTI DIMAPUR Nagaland INDIA,Indian Non-Government Company
U20101NL1988PTC002840,CHANGKI VALLEY FOREST PRODUCTS PVT LTD,ACTIVE,Private,Company Limited by Shares,2500000,1500000,01-01-88,Nagaland,RoC-Shillong,Manufacturing (Wood Products),LINGRIJAN DIMAPUR Nagaland INDIA 797112,Indian Non-Government Company
U20211NL1988PTC002904,KANUBARI FOREST PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1500000,6000,18-03-88,Nagaland,RoC-Shillong,Manufacturing (Wood Products),DIMAPUR DIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U20299NL1988PTC002927,PANWANG TIMBER INDUSTRIES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,500000,20000,30-03-88,Nagaland,RoC-Shillong,Manufacturing (Wood Products),PONGMA P O TIZITDIST MON NAGALAND Nagaland INDIA,Indian Non-Government Company
U27106NL1988PTC002937,NAGALAND STEEL AND ALLOYS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2000000,0,04-05-88,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)","111, MAJESTIC APTS., CIRCULAR ROAD, DIMAPUR DIST. KOHIMA Nagaland INDIA",Indian Non-Government Company
U20211NL1988PLC002971,AAKASH WOOD PRODUCTS LIMITED,ACTIVE,Public,Company Limited by Shares,20000000,15592000,05-03-88,Nagaland,RoC-Shillong,Manufacturing (Wood Products),JAIN TEMPLE ROAD DIMAPUR Nagaland INDIA,Indian Non-Government Company
U25209NL1988PTC002973,MERCURY PLASTIC INDUSTRY PVT LTD,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,1500000,900000,05-04-88,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",POST BOX NO 114SIGNAL BASTI DIMAPUR NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U02001NL1988PTC002980,BHANDARI YANJO WOOD PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,500000,165400,05-10-88,Nagaland,RoC-Shillong,Agriculture and Allied Activities,P O & DIST VILL BHANDARITOWN DIST WOKHA NAGALAND Nagaland INDIA,Indian Non-Government Company
U20101NL1988PTC002990,WOKHA FOREST PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1300000,1257000,26-05-88,Nagaland,RoC-Shillong,Manufacturing (Wood Products),MERAPANIWOKHA NAGALAND Nagaland INDIA,Indian Non-Government Company
U74140NL1988PTC003150,DIMAPUR FINANCE AND TECHNICAL CONSULTANTS PVT LTD,ACTIVE,Private,Company Limited by Shares,2500000,100000,16-12-88,Nagaland,RoC-Shillong,Business Services,PHULCHAND BINOD KUMAR BUILDINGDAILY MARKET DIMAPURA NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U01117NL1988PTC003151,STEP IN CATERERS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,15000,16-12-88,Nagaland,RoC-Shillong,Agriculture and Allied Activities,KHERMALAL DIMAPURDIST KOHIMA NAGALAND Nagaland INDIA,Indian Non-Government Company
U74140NL1988PTC003152,AR TEK ASSOCIATED CONSULTANTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,100000,3000,16-12-88,Nagaland,RoC-Shillong,Business Services,"Kuknalim House Circular Road, Dimapur Nagaland INDIA 797112",Indian Non-Government Company
U20101NL1989PTC003166,EVERGREEN WOOD PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,500000,500000,13-01-89,Nagaland,RoC-Shillong,Manufacturing (Wood Products),KHOPANALA ROAD 7TH MILE P OCHUMUKEDIMA DIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U15424NL1989SGC003175,NAGALAND KHANDSARI SUGAR MILLS LTD,STRIKE OFF,Private,Company Limited by Shares,20000000,3000,02-02-89,Nagaland,RoC-Shillong,Manufacturing (Food stuffs),JALUKIS DIST. KOHIMA KOHIMA Nagaland INDIA,State Government Company
U20211NL1989PTC003193,HILLS PLYWOOD UDYOG PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,3000,23-02-89,Nagaland,RoC-Shillong,Manufacturing (Wood Products),ATUPHUME AREA P O MANGKELEMBADIST MOKOKCHUNG NAGALAND Nagaland INDIA,Indian Non-Government Company
U85110NL1989PTC003223,NIGHTINGALE NURSING HOME PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,300,13-03-89,Nagaland,RoC-Shillong,"Community, personal & Social Services",KHER MAHALDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U45201NL1989PTC003261,P S BUILDERS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2500000,775000,04-12-89,Nagaland,RoC-Shillong,Construction,GURUDWARA ROAD DIMAPURKOHIMA NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U65929NL1989PTC003262,NEZONE TRADE AND INVESTMENT PVT LTD,ACTIVE,Private,Company Limited by Shares,10000000,6505000,04-12-89,Nagaland,RoC-Shillong,Finance,Kher Mahal Dimapur Nagaland INDIA 797112,Indian Non-Government Company
U25111NL1989PTC003287,JUPITER COLD RETREADS PVT LTD,ACTIVE,Private,Company Limited by Shares,1000000,404000,06-02-89,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",Circular Road DIMAPUR Nagaland INDIA 797112,Indian Non-Government Company
U20211NL1989PTC003289,MOKOKCHUNG SAW AND VENEERS PVT LTD,ACTIVE,Private,Company Limited by Shares,10500000,5500000,06-02-89,Nagaland,RoC-Shillong,Manufacturing (Wood Products),MILAK INDUSTRIAL ESTATETULI NAGALAND Nagaland INDIA,Indian Non-Government Company
U65929NL1989PTC003317,NORTH EAST TRADE AND INVESTMENT PVT LTD,ACTIVE,Private,Company Limited by Shares,5000000,1855000,24-07-89,Nagaland,RoC-Shillong,Finance,NEAR EROS CINEMADIMAPUR NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U92490NL1989PLC003321,SARAS LOTTERIES PVT.LTD.,STRIKE OFF,Public,Company Limited by Shares,2500000,0,25-07-89,Nagaland,RoC-Shillong,"Community, personal & Social Services","NEAR EROS CINEMA,DIMAPUR,NAGALAND. Nagaland INDIA",Indian Non-Government Company
U26921NL1989PTC003364,DOYS CLAY PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,3000,25-10-89,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)","Notun Bosti, Dimapur Nagaland INDIA",Indian Non-Government Company
U24119NL1989PTC003380,FAIRLIE ENTERPRISES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2500000,1600000,21-12-89,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",CHURCH ROADDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U20211NL1989PTC003386,LIPHAYAN TIMBER PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,991000,27-12-89,Nagaland,RoC-Shillong,Manufacturing (Wood Products),LIPHAYANRALAN WOKHA NAGALAND Nagaland INDIA,Indian Non-Government Company
U23201NL1990PTC003412,LUMINOS GAS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1500000,30000,19-02-90,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",C O LUMINOS POWER BURMA CAMPDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U25201NL1990PTC003414,K.C. ENERGY PRIV LIMITED,ACTIVE,Private,Company Limited by Shares,10000000,3536000,20-02-90,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",JAIN TEMPLE ROADDIMAPUR NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U25114NL1990PTC003447,KRUBI ENTERPRISES PVT. LTD.,STRIKE OFF,Private,Company Limited by Shares,1500000,200,19-06-90,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)","IMPHAL ROAD NEAR A.O.C. , DIST- KOHIMA, Nagaland INDIA",Indian Non-Government Company
U51109NL1990PTC003457,NASHA TOYS PVT LTD,DORMANT,Private,Company Limited by Shares,5000000,60000,27-07-90,Nagaland,RoC-Shillong,Trading,"Duncan Road, P.S Dimapur West. Dimapur Nagaland INDIA 797112",Indian Non-Government Company
U65929NL1990PTC003485,GILEAD CHIT FUND COMPANY PVT LTD,STRIKE OFF,Private,Company Limited by Shares,500000,3000,29-11-90,Nagaland,RoC-Shillong,Finance,C O YANGERLA LONGCHERLANGRIJAN KOHIMA NAGALAND Nagaland INDIA,Indian Non-Government Company
U26931NL1991SGC003502,NAGALAND MECHANISED BRICKS COMPANY LTD,STRIKE OFF,Public,Company Limited by Shares,30000000,700,30-01-91,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)","VILL:TOLUWI, P.O DIMAPUR DIMAPUR Nagaland INDIA",State Government Company
U67120NL1991PTC003575,PREET FINANCE AND INVESTMENT COMPANY PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2500000,2450000,18-07-91,Nagaland,RoC-Shillong,Finance,GURMUKH BUILDING GURUDWARAROAD P O DIMAPUR NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U51909NL1991PTC003638,PREET EXPORTERS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2500000,400000,18-12-91,Nagaland,RoC-Shillong,Trading,GURUMUK BUILDING GURU DUWARAAROAD DIMAPUR NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U18101NL1992PTC003705,AMBIKA OVERSEAS PVT LTD,ACTIVE,Private,Company Limited by Shares,5000000,4965000,05-07-92,Nagaland,RoC-Shillong,Manufacturing (Textiles),CITY TOWER FIRST FLOORCIRCULAR ROAD DIMAPUR Nagaland INDIA 797112,Indian Non-Government Company
U45203NL1992PTC003720,CARAVAN POWER AND CONSTRUCTIONS (INDIA) PVT LTD,ACTIVE,Private,Company Limited by Shares,20000000,20000000,06-10-92,Nagaland,RoC-Shillong,Construction,"Golaghat Road, Dimapur Nagaland INDIA 797112",Indian Non-Government Company
U51909NL1992PTC003792,MODERN TIMBERS PVT. LTD.,STRIKE OFF,Private,Company Limited by Shares,200000,21000,27-10-92,Nagaland,RoC-Shillong,Trading,"CITY TOWERS CIRCULAR ROAD,DIMAPUR NAGALAND, Nagaland INDIA",Indian Non-Government Company
U27109NL1993PTC003846,TRAGOPAN STEELS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,100000,300,29-01-93,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",CIRCULAR ROADDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U20211NL1993PTC003855,KESO TIMBER PRODUCTS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,2000000,3000,02-04-93,Nagaland,RoC-Shillong,Manufacturing (Wood Products),8 TH MILE KOHIMA ROADCHUMUKEDIMA KOHIMA NAGALAND Nagaland INDIA 797103,Indian Non-Government Company
U85110NL1993PTC003861,SANJAY SURGICARE AND DIAGNOSTIC CLINIC PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,60000,23-02-93,Nagaland,RoC-Shillong,"Community, personal & Social Services",OLD DAILY MARKETDIMAPUR DIST KOHIMA NAGALAND Nagaland INDIA,Indian Non-Government Company
U72100NL1993PTC003884,A Z STEELS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,100000,200,26-03-93,Nagaland,RoC-Shillong,Business Services,"Circular Road, Dimapur Nagaland INDIA 797112",Indian Non-Government Company
U72100NL1993PTC003885,R.D. AGROTECH PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,26-03-93,Nagaland,RoC-Shillong,Business Services,DUNCAN BASTI DIMAPUR Nagaland INDIA,Indian Non-Government Company
U17120NL1993PTC003886,GREEN FIELD AGRO FARMS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,200000,200,26-03-93,Nagaland,RoC-Shillong,Manufacturing (Textiles),Kher Mahal Dimapur Dimapur Nagaland INDIA 797112,Indian Non-Government Company
U02001NL1993PTC003900,N.D. FARMING COMPANY PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,05-10-93,Nagaland,RoC-Shillong,Agriculture and Allied Activities,KHERMAHAL KOHIMA DIMAPUR Nagaland INDIA,Indian Non-Government Company
U72100NL1993PTC003902,N.D.P. AGRICULTURE PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,05-10-93,Nagaland,RoC-Shillong,Business Services,KHARMAL KOHIMA DIMAPUR Nagaland INDIA,Indian Non-Government Company
U72100NL1993PTC003982,ADVANCE AGRO FARMS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,27-08-93,Nagaland,RoC-Shillong,Business Services,CIRCULAR ROAD Dimapur Nagaland INDIA 797112,Indian Non-Government Company
U15491NL1993PTC003983,GREENER PASTURES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,27-08-93,Nagaland,RoC-Shillong,Manufacturing (Food stuffs),KHERMAHAL DIMAPUR Nagaland INDIA 797112,Indian Non-Government Company
U85110NL1993PTC003998,OKING HOSPITAL AND RESEARCH CLINIC PVT LTD,ACTIVE,Private,Company Limited by Shares,10000000,7000000,10-06-93,Nagaland,RoC-Shillong,"Community, personal & Social Services",DOWN TOWN CLINIC ANNEXEDKOHIMA NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U01409NL1994PTC004068,MAK PRODUCE COMPANY PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,02-03-94,Nagaland,RoC-Shillong,Agriculture and Allied Activities,DUNCAN BASTIDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U27107NL1994PTC004069,D R AGROMATES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,200,02-03-94,Nagaland,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",DUNCAN BASTI DIMAPUR DISTKOHIMA NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U01117NL1994PTC004172,EVERGREEN AGRO FARMS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,07-12-94,Nagaland,RoC-Shillong,Agriculture and Allied Activities,KHARMAHALD Dimapur Nagaland INDIA 797112,Indian Non-Government Company
U72100NL1994PTC004173,TRAGOPAN AGRO FARMS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,07-12-94,Nagaland,RoC-Shillong,Business Services,CIRCULAR ROADDIMAPUR KOHIMA NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U01117NL1994PTC004174,COSMIC AGRO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,07-12-94,Nagaland,RoC-Shillong,Agriculture and Allied Activities,CIRCULAR ROADDIMAPUR NAGALAND Nagaland INDIA,Indian Non-Government Company
U01132NL1994PTC004249,KARAN FARMS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,28-09-94,Nagaland,RoC-Shillong,Agriculture and Allied Activities,BURMA CAMP ROAD Dimapur Nagaland INDIA 797112,Indian Non-Government Company
U01132NL1994PTC004250,DANIEAL FARMS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,20000,20,28-09-94,Nagaland,RoC-Shillong,Agriculture and Allied Activities,CIRCULAR ROADDIMAPUR NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U33130NL1994PTC004280,SUPER SCIENTIFIC INSTRUMENTS AND EQUIPMENTS CO PVT LTD.,STRIKE OFF,Private,Company Limited by Shares,2500000,30000,27-10-94,Nagaland,RoC-Shillong,Manufacturing (Machinery & Equipments),JAIN TEMPLE ROAD DIMAPURDIST KOHIMA NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
U15532NL1995PTC004449,RADIANT MANUFACTURERS PRIV LIMITED,ACTIVE,Private,Company Limited by Shares,150000000,68855400,18-05-95,Nagaland,RoC-Shillong,Manufacturing (Food stuffs),116 FELLOWSHIP COLONYDIMAPUR DIST KOHIMA NAGALAND Nagaland INDIA,Indian Non-Government Company
U52208NL1995PTC004497,ARUNACHAL LIQUORS PVT LTD,ACTIVE,Private,Company Limited by Shares,7500000,6500000,07-10-95,Nagaland,RoC-Shillong,Trading,"122 FELLOWSHIP COLONY, DUNCAN BASTI, DIMAPUR Nagaland INDIA 797112",Indian Non-Government Company
U67190NL1995PTC004575,KHANDELWAL FINANCIAL SERVICES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,1000000,40200,20-09-95,Nagaland,RoC-Shillong,Finance,G S ROAD DIMAPURDIST KOHIMA NAGALAND Nagaland INDIA 797112,Indian Non-Government Company
