CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U74999UR2011PTC033673,SAVVYSS VOICE SOLUTION PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",26-09-11,Uttarakhand,RoC-Uttarakhand,Business Services,"House No. 53 Thakurpur, Premnagar Dehradun Uttarakhand INDIA 248001",Indian Non-Government Company
U45400UR2011PTC033675,VIHAN INFRATECH PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","100,000.00",28-09-11,Uttarakhand,RoC-Uttarakhand,Construction,TANDA UJJAIN BAZPUR ROAD KASHIPUR Uttarakhand INDIA 244713,Indian Non-Government Company
U01403UR2011PTC033676,SHUBH AGRO FOODS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",29-09-11,Uttarakhand,RoC-Uttarakhand,Agriculture and Allied Activities,HOUSE NO.168 KHERI KHURD SHYAMPUR RISHIKESH Uttarakhand INDIA 249201,Indian Non-Government Company
U74120UR2011PTC033680,ZEALOUS ENTREPRENEURS AND MANAGEMENTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","500,000.00",04-10-11,Uttarakhand,RoC-Uttarakhand,Business Services,574/2 Tapkeshwar Colony Garhi Cantt Dehradun Uttarakhand INDIA 248001,Indian Non-Government Company
U52100UR2011PTC033689,GREEN EMPIRE SALES SOLUTIONS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",14-10-11,Uttarakhand,RoC-Uttarakhand,Trading,"HOUSE NO. 24, NEAR HOTEL CITY INN SODHI COLONY, INFRONT OF RAILWAY STATION RUDRAPUR Uttarakhand INDIA 263153",Indian Non-Government Company
U70102UR2011PTC033709,NIDEESHWRAM REAL ESTATE PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",08-11-11,Uttarakhand,RoC-Uttarakhand,Real Estate and Renting,"HOUSE NO. 3, ISHWAR COLONY NEAR HOTEL RUDRA CONTINENTAL RUDRAPUR Uttarakhand INDIA 263153",Indian Non-Government Company
U74120UR2011PTC033679,BHARADI ORGANIC PRODUCTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","500,000.00",03-10-11,Uttarakhand,RoC-Uttarakhand,Business Services,"KARISMA TOWER, ANAND VIHAR COLONY, RAJIV GRAM DHALWALA, TEHRI GARHWAL TEHRI Uttarakhand INDIA 249192",Indian Non-Government Company
U51101UR2011PTC033702,KING RADIANT (INDIA) SUPPLIERS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","100,000.00",25-10-11,Uttarakhand,RoC-Uttarakhand,Trading,"GUPTA BHAWAN MOHALLA NEEL KHUDANA, JWALAPUR HARIDWAR Uttarakhand INDIA 249407",Indian Non-Government Company
U74120UR2011PTC033687,VIKRANT SUDARSHAN TRADEX PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",11-10-11,Uttarakhand,RoC-Uttarakhand,Business Services,145 CHIDOWALI RAIPUR DEHRADUN Uttarakhand INDIA 248001,Indian Non-Government Company
U15500UR2011PTC000014,R. D. PADDY PRODUCTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"4,000,000.00","4,000,000.00",23-11-11,Uttarakhand,RoC-Uttarakhand,Manufacturing (Food stuffs),"c/o SHRI, DIVAKAR YADAV PANT ENCLAVE, GIRITAL ROAD KASHIPUR Uttarakhand INDIA 244713",Indian Non-Government Company
U74120UR2011PTC033685,VOX INFOTECH PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",11-10-11,Uttarakhand,RoC-Uttarakhand,Business Services,102 AHUJA HOSTEL KISHAN NAGAR CHOWK DEHRADUN Uttarakhand INDIA 248001,Indian Non-Government Company
U15122UR2011PTC033684,JAS HOSPITALITY PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","100,000.00",07-10-11,Uttarakhand,RoC-Uttarakhand,Manufacturing (Food stuffs),1081 INDIRA NAGAR DEHRADUN Uttarakhand INDIA 248006,Indian Non-Government Company
U72300UR2011PTC033701,ADAMANTUS TECHNOLOGIES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",25-10-11,Uttarakhand,RoC-Uttarakhand,Business Services,60-1 JHANDA MOHALLA DEHRADUN Uttarakhand INDIA 248001,Indian Non-Government Company
U11100UR2011PTC033691,FUTURISTIK PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","250,000.00",17-10-11,Uttarakhand,RoC-Uttarakhand,Mining & Quarrying,D 302 WINDLASS RESIDENCY CURZON ROAD DEHRADUN Uttarakhand INDIA 248001,Indian Non-Government Company
U74999UR2011PTC000012,SARYU HYDROELECTRIC POWER PRODUCER COMPANY LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","300,000.00",23-11-11,Uttarakhand,RoC-Uttarakhand,Business Services,DHAULADEVI ALMORA Uttarakhand INDIA 263622,Indian Non-Government Company
U74120UR2011PTC033688,SAVIOUR NETWORKING MART PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",13-10-11,Uttarakhand,RoC-Uttarakhand,Business Services,"DANDA MANDI, LOWER MANDI PAURI GARHWAL Uttarakhand INDIA 246124",Indian Non-Government Company
U72900UR2011PTC000047,NOVOTECH PROJECTS AND SOFT SOLUTIONS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",16-12-11,Uttarakhand,RoC-Uttarakhand,Business Services,"151-SAYAD WALLA P.O, KISHAN NAGAR CHOWK, CHAKRATA ROAD DEHRADUN Uttarakhand INDIA 248001",Indian Non-Government Company
U74999UR2011PTC033711,ANUSID CONSULTANTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",11-11-11,Uttarakhand,RoC-Uttarakhand,Business Services,170/2 OLD DALANWALA ANSHIK OLD DALANWALA DEHRADUN Uttarakhand INDIA 248001,Indian Non-Government Company
U70200UR2011PTC033690,CHAMUNDA REALTECH PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","500,000.00",17-10-11,Uttarakhand,RoC-Uttarakhand,Real Estate and Renting,"2nd Floor, Chamunda Complex Ram Nagar Road, Kashipur Uttarakhand INDIA 244713",Indian Non-Government Company
U70102UR2011PTC033695,KASHIPUR INFRAVENTURES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",18-10-11,Uttarakhand,RoC-Uttarakhand,Real Estate and Renting,"C/O C.A. NAVEEN ARORA, INDIRA COLONY OPP. HOTEL PREMDEEP, RAMNAGAR ROAD KASHIPUR Uttarakhand INDIA 244713",Indian Non-Government Company
U74999UR2011PTC000042,INDIES MANAGEMENT SERVICES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",14-12-11,Uttarakhand,RoC-Uttarakhand,Business Services,H. NO. 1 KHEDA COLONY RUDRAPUR Uttarakhand INDIA 263153,Indian Non-Government Company
U65923UR2011PTC033713,NEHRA INVESTMENT PLANNINGS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",21-11-11,Uttarakhand,RoC-Uttarakhand,Finance,"PLOT NO. 95, PURVAVALLI, GANESHPUR DEHRADUN ROAD, ROORKEE HARIDWAR Uttarakhand INDIA 247667",Indian Non-Government Company
U74999UR2011PTC033700,ALOJAN PHARMACEUTICALS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",24-10-11,Uttarakhand,RoC-Uttarakhand,Business Services,"H.NO. 50, First Floor Friends Colony, Rudrapur Uttarakhand INDIA 263153",Indian Non-Government Company
U74120UR2011PTC033698,PERFECT 3GS NETWORK SERVICES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",24-10-11,Uttarakhand,RoC-Uttarakhand,Business Services,I 163 NEHRU COLONY DEHRADUN Uttarakhand INDIA 248010,Indian Non-Government Company
U74120UR2011PTC033706,BEST HOSPITALITIES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",03-11-11,Uttarakhand,RoC-Uttarakhand,Business Services,COL. KULDEEP SINGH 87 - DEEPLOOK COLONY CHAKRATA ROAD DEHRADUN Uttarakhand INDIA 248001,Indian Non-Government Company
U21098UR2011PTC033710,SATYAM SHIVAM PACKAGING PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"1,100,000.00","1,100,000.00",09-11-11,Uttarakhand,RoC-Uttarakhand,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)",Bhoorani Adlakha Compound Rudrapur Uttarakhand INDIA 263153,Indian Non-Government Company
U70102UR2011PTC000015,CONVISOR INFRACORP PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","500,000.00",25-11-11,Uttarakhand,RoC-Uttarakhand,Real Estate and Renting,"2nd Floor, Chamunda Complex Ram Nagar Road, Kashipur Uttarakhand INDIA 244713",Indian Non-Government Company
U74120UR2011PTC033704,RAWAT BARTWAL CONSULTANCY PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",01-11-11,Uttarakhand,RoC-Uttarakhand,Business Services,"C-4,Irst floor,Rich Look, opposite Gurudwara, Nehru Colony DEHRADUN Uttarakhand INDIA 248001",Indian Non-Government Company
U33120UR2011PTC000054,UNIQUE MEDICAL DEVICES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",26-12-11,Uttarakhand,RoC-Uttarakhand,Manufacturing (Machinery & Equipments),75-A/1 DHARAMPUR OPPOSITE GULMOHAR APARTMENTS DEHRADUN Uttarakhand INDIA 248001,Indian Non-Government Company
U74120UR2011PTC033712,HIMALAYAN TRADESALES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",11-11-11,Uttarakhand,RoC-Uttarakhand,Business Services,LANE NO. 8 PUSHP KUNJ MATHURAWALA ROAD AJAB KHURB DEHRADUN Uttarakhand INDIA 248001,Indian Non-Government Company
U85100UR2011PTC000009,MATAKRISHNA HOSPITAL & RESEARCH CENTER PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","100,000.00",22-11-11,Uttarakhand,RoC-Uttarakhand,"Community, personal & Social Services",3/136 KRISHNA HOSPITAL & RESEARCH CENTRE GURUNANAKPURA HALDWANI Uttarakhand INDIA 263139,Indian Non-Government Company
U74991UR2011PTC033705,ANGEL MOTION PICTURES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"200,000.00","100,000.00",02-11-11,Uttarakhand,RoC-Uttarakhand,Business Services,"573-A/4 - Tapkeshwar Road, Garhi Cantt DEHRADUN Uttarakhand INDIA 248003",Indian Non-Government Company
U93030UR2011PTC033708,VH INTEGRATED MOSQUITO MANAGEMENT CONSULTANTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",08-11-11,Uttarakhand,RoC-Uttarakhand,"Community, personal & Social Services","19, CIVIL LINES NEAR CENTURY GATE ROORKEE Uttarakhand INDIA 247667",Indian Non-Government Company
U22100UR2011PTC000006,EMAHO CREATION PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",22-11-11,Uttarakhand,RoC-Uttarakhand,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)",122 RITHA MANDI DEHRADUN Uttarakhand INDIA 248001,Indian Non-Government Company
U74999UR2011PTC033707,BSN WELLNESS TRADEMART PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",04-11-11,Uttarakhand,RoC-Uttarakhand,Business Services,"REHAN MARKET C/O MOHD REHAN NEAR STADIUM, RAM NAGAR ROAD KASHIPUR Uttarakhand INDIA 244713",Indian Non-Government Company
U15500UR2011PTC000017,TIERO FOODS SPECIALITIES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","100,000.00",30-11-11,Uttarakhand,RoC-Uttarakhand,Manufacturing (Food stuffs),"200 CIVIL LINES, ROORKEE Uttarakhand INDIA 247667",Indian Non-Government Company
U72900UR2011PTC000026,ROYAL TECH INNOVATIONS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",02-12-11,Uttarakhand,RoC-Uttarakhand,Business Services,"102, SYUNPURI RUDRAPRAYAG Uttarakhand INDIA 246442",Indian Non-Government Company
U01400UR2011PLC000005,YUG VARSH AGROTECH LIMITED,ACTIVE,Public,Company Limited by Shares,"5,500,000.00","4,722,950.00",21-11-11,Uttarakhand,RoC-Uttarakhand,Agriculture and Allied Activities,"Village Mudiya Kalan, Chuna Bhatthi, Near Crossing Bazpur Uttarakhand INDIA 262401",Indian Non-Government Company
U22100UR2011PTC000008,XPRESSIONS PRINT & GRAPHICS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",22-11-11,Uttarakhand,RoC-Uttarakhand,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","PRABHAT KUNJ,174 SUBHASH NAGAR, CLEMENT TOWN DEHRADUN Uttarakhand INDIA 248002",Indian Non-Government Company
U93000UR2011PTC000004,CAUDILLO IT SERVICES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",21-11-11,Uttarakhand,RoC-Uttarakhand,"Community, personal & Social Services","14,SHIMLA ENCLAVE(W),NEAR ST. JUDES CHOWK SHIMLA BYE-PASS ROAD,SEWLA KALAN DEHRADUN Uttarakhand INDIA 248001",Indian Non-Government Company
U72900UR2011PTC000028,ANYA SOFTEK CONSULTANCY SERVICES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",02-12-11,Uttarakhand,RoC-Uttarakhand,Business Services,"151/16-B, DOON VIHAR,NEAR SAHARNPUR HOUSE, JAKHAN,RAJPUR ROAD DEHRADUN Uttarakhand INDIA 248001",Indian Non-Government Company
U74999UR2011PTC000016,UTTARANCHAL TOTAL SOLUTIONS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"300,000.00","300,000.00",30-11-11,Uttarakhand,RoC-Uttarakhand,Business Services,"E-25, KEVAL VIHAR, ADHOIWALA, SAHASTRADHARA ROAD DEHRADUN Uttarakhand INDIA 248001",Indian Non-Government Company
