CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U15419AS2004PTC009335,JAIBHARAT FOODS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"3,800,000.00","3,800,000.00",20-10-04,Assam,RoC-Shillong,Manufacturing (Food stuffs),"FR-2, Parmeshwari Building, 4th Floor, Chatribari, Guwahati Assam INDIA 781001",Indian Non-Government Company
U01132AS1876PLC000003,CACHAR NATIVE JOINT STOCK CO LTD,ACTIVE,Public,Company Limited by Shares,"700,000.00","530,340.00",###############################################################################################################################################################################################################################################################,Assam,RoC-Shillong,Agriculture and Allied Activities,CLUB ROAD SILCHAR Assam INDIA 788001,Indian Non-Government Company
U51909AS1896PLC000038,ASSAM VALLEY TRADING CO LTD,STRIKE OFF,Public,Company Limited by Shares,"100,000.00","100,000.00",###############################################################################################################################################################################################################################################################,Assam,RoC-Shillong,Trading,"MAIN ROAD P.O. TEZPUR, DIST:- SONITPUR TEZPUR Assam INDIA 784001",Indian Non-Government Company
U01132AS1890PLC000043,JHIRIGHAT NATIVE TEA CO LTD,ACTIVE,Public,Company Limited by Shares,"5,000,000.00","1,200,000.00",###############################################################################################################################################################################################################################################################,Assam,RoC-Shillong,Agriculture and Allied Activities,"G.S.ROAD, DISPUR, DIST. KAMRUP, GUWAHATI Assam INDIA 781005",Indian Non-Government Company
U65929AS1893PLC000050,BHARAT LOAN COMPANY LIMITED,ACTIVE,Public,Company Limited by Shares,"600,000.00","509,600.00",###############################################################################################################################################################################################################################################################,Assam,RoC-Shillong,Finance,"CLUB ROAD, P O SILCHAR SILCHAR Assam INDIA 788001",Indian Non-Government Company
U55101AS1897PLC000060,CACHAR CLUB CO LTD,ACTIVE,Public,Company Limited by Shares,"30,000,000.00","9,377,400.00",###############################################################################################################################################################################################################################################################,Assam,RoC-Shillong,Trading,"CLUB ROAD, SILCHAR CACHAR Assam INDIA 788001",Indian Non-Government Company
U21011AS1919PTC000096,BHARAT SAMPAD PRIVATE LTD,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","17,540.00",30-05-19,Assam,RoC-Shillong,"Manufacturing (Paper & Paper products, Publishing, PRIVnting and reproduction of recorded media)",NATUN PATTY SILCHAR Assam INDIA,Indian Non-Government Company
U91990AS1909NPL000132,TEZPUR STATION CLUB PRIVATE LTD,ACTIVE,Public,Company Limited by Guarantee,NA,"21,811.00",20-12-09,Assam,RoC-Shillong,"Community, personal & Social Services",TEZPUR DT.SONITPUR ASSAM Assam INDIA 784001,Company licensed under Section25
U74140AS1914PLC000191,B.C. GUPTA & SONS LTD,ACTIVE,Public,Company Limited by Shares,"550,000.00","500,000.00",20-03-14,Assam,RoC-Shillong,Business Services,"MALUGRAM, SILCHAR, Assam INDIA 788002",Indian Non-Government Company
U01132AS1915PTC000198,TAMULBARI TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"3,500,000.00","3,425,000.00",02-01-15,Assam,RoC-Shillong,Agriculture and Allied Activities,K.C. GOGOI ROAD KHALIHAMARI DIBRUGARH Assam INDIA 786001,Indian Non-Government Company
L01132AS1915PLC000200,B & A LIMITED,ACTIVE,Public,Company Limited by Shares,"100,000,000.00","31,000,000.00",01-06-15,Assam,RoC-Shillong,Agriculture and Allied Activities,INDU BHAWAN MAHATMA GANDHI ROAD JORHAT Assam INDIA 785001,Indian Non-Government Company
U01132AS1917PTC000204,SYLHET TEA & INDUSTRY PVT LTD,ACTIVE,Private,Company Limited by Shares,"200,000.00","170,890.00",05-04-17,Assam,RoC-Shillong,Agriculture and Allied Activities,RAMKRISHNA MISSION ROAD KARIMGANJ Assam INDIA 788710,Indian Non-Government Company
U51909AS1918PTC000213,CROZIER S AGENCY PVT LTD,ACTIVE,Private,Company Limited by Shares,"9,000,000.00","7,516,300.00",07-05-18,Assam,RoC-Shillong,Trading,PARK ROAD SILCHAR Assam INDIA 788001,Indian Non-Government Company
U01132AS1919PLC000232,EAST BENGAL HINDU MUSLIM PLANTERS LTD.,AMALGAMATED,Public,Company Limited by Shares,"500,000.00",NA,18-11-19,Assam,RoC-Shillong,Agriculture and Allied Activities,Assam INDIA,Indian Non-Government Company
U01132AS1922PTC000277,DALOWJAN TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"960,000.00","760,000.00",18-05-22,Assam,RoC-Shillong,Agriculture and Allied Activities,BARUA HOUSE STATION ROAD GOLAGHAT Assam INDIA 785621,Indian Non-Government Company
U15314AS1923PTC000279,PANITOLA STORES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"30,000.00","20,000.00",03-05-23,Assam,RoC-Shillong,Manufacturing (Food stuffs),PANITOLADIBRUGARH ASSAM Assam INDIA,Indian Non-Government Company
U91990AS1923NPL000290,THAKURBARI CLUB LTD,ACTIVE,Public,Company Limited by Shares,"60,000.00","56,000.00",15-08-23,Assam,RoC-Shillong,"Community, personal & Social Services","THAKURBARI, DIST SONITPUR, TEZPUR Assam INDIA 784503",Company licensed under Section25
U50102AS1926NPL000312,MONACHERRA CLUB LIMITED,UNDER PROCESS OF STRIKING OFF,Public,Company Limited by Guarantee,NA,NA,08-02-26,Assam,RoC-Shillong,Trading,"RAILWAY STATION (NF RAILWAY), MONACHERRA CACHAR Assam INDIA",Company licensed under Section25
U01132AS1926PTC000316,RATNAPUR TEA CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","34,750.00",08-05-26,Assam,RoC-Shillong,Agriculture and Allied Activities,"Sonari, Dist. Sibsagar, Dibrugarh Assam INDIA",Indian Non-Government Company
U01132AS1926PTC000320,GOBINDAPORE TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","1,779,980.00",07-10-26,Assam,RoC-Shillong,Agriculture and Allied Activities,"205, 2ND FLOOR, ROYAL CENTRE G.S.ROAD, OPP. DEORA COLLEGE GUWAHATI Assam INDIA 781007",Indian Non-Government Company
U51226AS1926PLC000322,KALISHASAN TEA CO LTD,STRIKE OFF,Public,Company Limited by Shares,"200,000.00","86,500.00",27-10-26,Assam,RoC-Shillong,Trading,"HOSPITAL ROAD, P.O.& DIST. KARIMGANJ ASSAM Assam INDIA 788710",Indian Non-Government Company
U01132AS1927PLC000331,BURAGOHAIN TEA CO LTD,ACTIVE,Public,Company Limited by Shares,"600,000.00","530,000.00",20-05-27,Assam,RoC-Shillong,Agriculture and Allied Activities,GOVINDAPUR TEA ESTATE P.O. LATEKUJAN GOLAGHAT Assam INDIA 785621,Indian Non-Government Company
U40101AS1927PLC000338,SILCHAR ELECTRIC SUPPLY LTD,STRIKE OFF,Public,Company Limited by Shares,"300,000.00","54,750.00",26-07-27,Assam,RoC-Shillong,"Electricity, Gas & Water companies",Silchar Cachar Assam INDIA,Indian Non-Government Company
U01132AS1928PTC000353,GOHAIN BORBORA TEA CO PVT LTD,DORMANT,Private,Company Limited by Shares,"6,350,000.00","6,350,000.00",23-04-28,Assam,RoC-Shillong,Agriculture and Allied Activities,Boisahabi Tea Estate Selenghat JORHAT ASSAM Assam INDIA 785621,Indian Non-Government Company
U01132AS1928PTC000356,ABHOY JAN TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","2,434,000.00",05-05-28,Assam,RoC-Shillong,Agriculture and Allied Activities,P.O ULTAJAN GOLAGHAT Assam INDIA 785612,Indian Non-Government Company
U45201AS1929PLC000379,SURMA VALLEY STOCK LTD,ACTIVE,Public,Company Limited by Shares,"500,000.00","500,000.00",28-05-29,Assam,RoC-Shillong,Construction,"CLUB ROAD, SILCHAR Assam INDIA 788001",Indian Non-Government Company
U01132AS1930PTC000394,RAMANI KRISHNA TEA CO PVT LTD,DORMANT,Private,Company Limited by Shares,"150,000.00","100,000.00",30-05-30,Assam,RoC-Shillong,Agriculture and Allied Activities,P O LATU DISTTCACHAR ASSAM Assam INDIA,Indian Non-Government Company
U51909AS1930PTC000395,JAGAT BANDHU PHARMACY & STORES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",09-06-30,Assam,RoC-Shillong,Trading,M C ROADTEZPUR SONITPUR ASSAM Assam INDIA 784001,Indian Non-Government Company
U01132AS1930PTC000397,MIHIRAM SAIKIA TEA CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00","4,824,000.00",11-07-30,Assam,RoC-Shillong,Agriculture and Allied Activities,BONGOLAPUKHURIJORHAT ASSAM Assam INDIA 785001,Indian Non-Government Company
U01132AS1930PTC000399,BARUAKHAT TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"300,000.00","150,000.00",14-08-30,Assam,RoC-Shillong,Agriculture and Allied Activities,Melachakar T.P. Chaliha Road Sivasagar Assam INDIA 785640,Indian Non-Government Company
U01132AS1932PTC000412,BARPATHAR TEA CO PVT LTD,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"9,900,000.00","9,800,000.00",09-01-32,Assam,RoC-Shillong,Agriculture and Allied Activities,P.O. Barpathar Assam INDIA 785602,Indian Non-Government Company
U01132AS1932PTC000425,JORHAT MOTOR CAR CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","150,000.00",17-12-32,Assam,RoC-Shillong,Agriculture and Allied Activities,CALLY BUILDINGJORHAT ASSAM Assam INDIA 785001,Indian Non-Government Company
U50200AS1935PTC000454,JOHN SMEAL & CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","300,000.00",12-12-35,Assam,RoC-Shillong,Trading,SADARGHAT SILCHAR Assam INDIA 788001,Indian Non-Government Company
U20212AS1935PTC000455,EDE ENGINEERING CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","85,020.00",12-12-35,Assam,RoC-Shillong,Manufacturing (Wood Products),SILCHAR Assam INDIA 788001,Indian Non-Government Company
U01132AS1936PTC000459,RADHABARI TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","2,376,000.00",04-03-36,Assam,RoC-Shillong,Agriculture and Allied Activities,RADHABARI TEA ESTATE P.O BADULIPAR DIST GOLAGHAT Assam INDIA 785611,Indian Non-Government Company
U72100AS1936PTC000460,BHOLAGURI TEA CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"650,000.00","360,000.00",14-03-36,Assam,RoC-Shillong,Business Services,GOHPUR DARRANG ASSAM Assam INDIA,Indian Non-Government Company
U72100AS1936PLC000470,BHASKAR ENTERPRIVSES LTD,STRIKE OFF,Public,Company Limited by Shares,"1,000,000.00","436,230.00",05-09-36,Assam,RoC-Shillong,Business Services,"Dr. B.BAROOAH ROAD, GUWAHATI Assam INDIA 781003",Indian Non-Government Company
U27310AS1936PTC000472,EXCELSIOR ENGINEERING WORKS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","162,000.00",25-09-36,Assam,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",HAILAKANDI ROAD CACHAR SILCHAR Assam INDIA 788003,Indian Non-Government Company
U40101AS1936PTC000474,TEZPUR ELECTRIC & ENGINEERING CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","74,900.00",07-11-36,Assam,RoC-Shillong,"Electricity, Gas & Water companies",Mouza Mohabhairab Dist Darrang Assam INDIA,Indian Non-Government Company
U22219AS1937PTC000485,JAYANTI PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"20,000.00","3,950.00",05-11-37,Assam,RoC-Shillong,"Manufacturing (Paper & Paper products, Publishing, PRIVnting and reproduction of recorded media)",Ukilpatty Silchar Assam INDIA 788001,Indian Non-Government Company
U01132AS1938PTC000493,ANANDABARI TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"4,800,000.00","2,800,000.00",31-03-38,Assam,RoC-Shillong,Agriculture and Allied Activities,R. K. Bordoloi Road Dibrugarh Assam INDIA 786001,Indian Non-Government Company
U01132AS1938PTC000496,SHYAM SUNDAR TEA CO PVT LTD,AMALGAMATED,Private,Company Limited by Shares,"2,500,000.00","2,400,000.00",27-05-38,Assam,RoC-Shillong,Agriculture and Allied Activities,JOONKTOLLEE TEA ESTATE P.O BARBAM DIBRUGARH Assam INDIA 786001,Indian Non-Government Company
U40101AS1936PTC000497,DIBRUGARH ELECTRIC SUPPLY CO PVT LTD,DORMANT,Private,Company Limited by Shares,"1,000,000.00","344,400.00",14-02-36,Assam,RoC-Shillong,"Electricity, Gas & Water companies",REHABARIDIBRUGARH ASSAM Assam INDIA,Indian Non-Government Company
U01132AS1938PTC000503,AHMED TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","987,600.00",17-08-38,Assam,RoC-Shillong,Agriculture and Allied Activities,K.N.C.B.PATH BAIRAGIMATH DIBRUGARH Assam INDIA 786003,Indian Non-Government Company
U01132AS1939PTC000506,BAHANI TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"120,000.00","105,000.00",03-08-39,Assam,RoC-Shillong,Agriculture and Allied Activities,K K BAROOAH ROADTARAJAN JORHAT ASSAM Assam INDIA 785001,Indian Non-Government Company
U24291AS1939PTC000525,THE SURMA MATCH & INDUSTRIES PVT LTD,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",02-10-39,Assam,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",Steamer Ghat Road Karimganj Assam INDIA 788710,Indian Non-Government Company
U01132AS1939PTC000526,UMABARI TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"4,000,000.00","3,000,000.00",02-10-39,Assam,RoC-Shillong,Agriculture and Allied Activities,"PADAM HOUSE MARIANI ROAD, P.O. RAJABARI JORHAT Assam INDIA 785014",Indian Non-Government Company
U51395AS1940PTC000531,BHARALI BROTHERS PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,000,000.00","2,000,000.00",26-02-40,Assam,RoC-Shillong,Trading,HEM BARUA ROADPANBAZAR GUWAHATI ASSAM Assam INDIA 781001,Indian Non-Government Company
U19119AS1940SGC000534,ASSAM TANNERIES PRIVATE LTD,DORMANT,Private,Company Limited by Shares,"500,000.00","130,000.00",26-04-40,Assam,RoC-Shillong,Manufacturing (Leather & products thereof),KHARGHULIGUWAHATI ASSAM Assam INDIA,State Government Company
U34300AS1940PLC000536,POPULAR INDUSTRIAL CORPORATION LTD,STRIKE OFF,Public,Company Limited by Shares,"20,000,000.00","258,357.00",18-07-40,Assam,RoC-Shillong,Manufacturing (Machinery & Equipments),"MACHIMPUR ROAD P.O. TARAPUR, SUB P.O. SILCHAR SILCHAR Assam INDIA",Indian Non-Government Company
U15319AS1940PTC000546,KAMKHYA RICE MILLS & INDUSTRIES PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","31,030.00",16-11-40,Assam,RoC-Shillong,Manufacturing (Food stuffs),KATAKHALHAILKANDI CACHAR ASSAM Assam INDIA,Indian Non-Government Company
U01132AS1941PTC000551,LONGBOI TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","560,000.00",10-06-41,Assam,RoC-Shillong,Agriculture and Allied Activities,P O RAJGARHDIBRUGARH ASSAM Assam INDIA 786611,Indian Non-Government Company
U51909AS1941PTC000558,K K SEN ASSAM PVT LTD,ACTIVE,Private,Company Limited by Shares,"200,000.00","100,000.00",01-11-41,Assam,RoC-Shillong,Trading,K K SEN COMPOUNDKAMARPATTY GUWAHATI ASSAM Assam INDIA 781001,Indian Non-Government Company
U60231AS1941PTC000561,KARIMGANJ ELECTRIC SUPPLY PRIVATE LTD,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","7,000.00",23-12-41,Assam,RoC-Shillong,"Transport, storage and Communications",ASSAM Assam INDIA,Indian Non-Government Company
U01132AS1942PTC000564,BOGIDHOLA TEA AND TRADING CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"3,600,000.00","2,850,000.00",31-07-42,Assam,RoC-Shillong,Agriculture and Allied Activities,"Letekujan, Golaghat Assam INDIA 785613",Indian Non-Government Company
U01132AS1943PTC000572,DINJOYE TEA ESTATE PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","1,225,000.00",31-07-43,Assam,RoC-Shillong,Agriculture and Allied Activities,JALANNAGAR DIBRUGARH Assam INDIA 786005,Indian Non-Government Company
U01132AS1943PTC000575,NOARBUND TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","1,430,000.00",31-07-43,Assam,RoC-Shillong,Agriculture and Allied Activities,JALAN NAGAR DIBRUGARH Assam INDIA 786001,Indian Non-Government Company
U01132AS1943PTC000577,CHOTA TINGRAI TEA ESTATE PVT LTD,ACTIVE,Private,Company Limited by Shares,"3,500,000.00","2,000,000.00",31-07-43,Assam,RoC-Shillong,Agriculture and Allied Activities,JALANNAGAR DIBRUGARH Assam INDIA 786005,Indian Non-Government Company
U15511AS1943PTC000578,ASSAM DISTILLERY PVT LTD,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","1,000,000.00",23-11-43,Assam,RoC-Shillong,Manufacturing (Food stuffs),P.N ROAD DIBRUGARH Assam INDIA 786001,Indian Non-Government Company
U01132AS1944PTC000580,JALANNAGAR TEA ESTATE PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","2,450,000.00",27-01-44,Assam,RoC-Shillong,Agriculture and Allied Activities,JALANNAGAR DIBRUGARH Assam INDIA 786005,Indian Non-Government Company
U91110AS1944NPL000582,UPPER ASSAM CHAMBER OF COMMERCE,ACTIVE,Public,Company Limited by Guarantee,NA,NA,27-03-44,Assam,RoC-Shillong,"Community, personal & Social Services",CHAMBER BHAWAN JORHAT Assam INDIA 785002,Company licensed under Section25
U20219AS1944PTC000585,VENEER MILLS PVT LTD,AMALGAMATED,Private,Company Limited by Shares,"200,000.00",NA,08-05-44,Assam,RoC-Shillong,Manufacturing (Wood Products),"SURYAGRAM,TINSUKIA,P.O.TINSUKIA. DIST.TINSUKIA.ASSAM tinsukia Assam INDIA 786125",Indian Non-Government Company
U92111AS1944PTC000586,SUBARNAREKHA PICTURES PVT LTD,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","970,000.00",08-05-44,Assam,RoC-Shillong,"Community, personal & Social Services",JALANNAGAR DIBRUGARH Assam INDIA 786005,Indian Non-Government Company
U20299AS1944PTC000598,JEYPORE TIMBER & VENEER MILLS PVT LTD,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","499,700.00",22-12-44,Assam,RoC-Shillong,Manufacturing (Wood Products),H.S ROAD DIBRUGARH Assam INDIA 786001,Indian Non-Government Company
U18101AS1944PTC000599,ASSAM ICE & COLD STORAGE CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"900,000.00","800,000.00",22-12-44,Assam,RoC-Shillong,Manufacturing (Textiles),REHABARIDIBRUGARH ASSAM Assam INDIA,Indian Non-Government Company
U50101AS1945PTC000609,EASTERN MOTORS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","450,000.00",06-07-45,Assam,RoC-Shillong,Trading,CLUB ROAD SILCHAR CACHAR Assam INDIA,Indian Non-Government Company
U17299AS1945PLC000612,JALAN TEXTILE MILLS LTD,STRIKE OFF,Public,Company Limited by Shares,"1,000,000.00","153,706.00",18-07-45,Assam,RoC-Shillong,Manufacturing (Textiles),"JALAN NAGAR, DIBRUGARH, Assam INDIA 786005",Indian Non-Government Company
U20101AS1945PTC000615,DHANSIRI SAW MILLS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","80,000.00",10-08-45,Assam,RoC-Shillong,Manufacturing (Wood Products),DHANSIRIPAR (VIA DIPHU) VILLAGE DHANSIRI KARBI ANGLONG ASSAM Assam INDIA 782460,Indian Non-Government Company
U92111AS1945PTC000639,BUILDER BROTHERS & CO (THEATRE) PVT LTD,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","5,000,000.00",10-12-45,Assam,RoC-Shillong,"Community, personal & Social Services",RUPAYAN CINEMA S S ROADFANCY BAZAR GUWAHATI Assam INDIA 781001,Indian Non-Government Company
U74999AS1946PTC000642,MERCANTILE STORES & AGENCY CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","421,000.00",09-01-46,Assam,RoC-Shillong,Business Services,P.O DIBRUGARH DIBRUGARH Assam INDIA,Indian Non-Government Company
U01132AS1946PTC000646,JALLAN GOLAGHAT TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","2,790,000.00",06-02-46,Assam,RoC-Shillong,Agriculture and Allied Activities,P.O GOLAGHAT GOLAGHAT Assam INDIA 785621,Indian Non-Government Company
U58110AS1978PTC000652,PROCURE & SUPPLY ASSAM CORPN PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"125,000.00","115,000.00",24-11-78,Assam,RoC-Shillong,NA,HAPPY VILLA UZAN BAZARGUWAHATI ASSAM Assam INDIA 781003,Indian Non-Government Company
U24232AS1946PTC000653,ASSAM CHEMICAL & PHARMACEUTICAL PVT LTD,ACTIVE,Private,Company Limited by Shares,"1,500,000.00","978,700.00",13-03-46,Assam,RoC-Shillong,"Manufacturing (Metals & Chemicals, and products thereof)",A.K AZAD ROAD GOPINATH NAGAR GUWAHATI Assam INDIA 781016,Indian Non-Government Company
U15312AS1946PLC000658,HOJAI KISHAN RICE MILLS LTD,STRIKE OFF,Public,Company Limited by Shares,"1,000,000.00","30,500.00",29-03-46,Assam,RoC-Shillong,Manufacturing (Food stuffs),HOJAI NOWGONG Assam INDIA,Indian Non-Government Company
U01132AS1946PTC000666,KHEMANI TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"500,000.00","500,000.00",01-05-46,Assam,RoC-Shillong,Agriculture and Allied Activities,Mancotta Road Chowkidinghee DIBRUGARH Assam INDIA 786001,Indian Non-Government Company
U15312AS1946GAP000726,ASSAM RICE MILLS ASSOCIATION,STRIKE OFF,Public,Company Limited by Guarantee,NA,NA,16-10-46,Assam,RoC-Shillong,Manufacturing (Food stuffs),C/O SHARMA RICE MILLS COMPOUND FATASIL OLD GLASS FACTORY GUWAHATI Assam INDIA 781009,Guarantee and association Company
U01132AS1946PTC000738,BHUYANKHAT TEA CO.PVT LTD,AMALGAMATED,Private,Company Limited by Shares,"1,000,000.00","480,000.00",12-12-46,Assam,RoC-Shillong,Agriculture and Allied Activities,"KUSHAN PLAZA, 2ND FLOOR GANESHGURI, DISPUR, G.S.ROAD GUWAHATI Assam INDIA 781006",Indian Non-Government Company
U72100AS1946PTC000740,DAS & CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"2,000,000.00","4,000.00",17-12-46,Assam,RoC-Shillong,Business Services,KARIMGANJCACHAR ASSAM Assam INDIA,Indian Non-Government Company
U01132AS1947PTC000754,GHORAJAN TEA CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"400,000.00","112,000.00",20-01-47,Assam,RoC-Shillong,Agriculture and Allied Activities,SARMA BHAVAN TRUNK ROAD JORHAT Assam INDIA 785001,Indian Non-Government Company
U01132AS1947PTC000755,CHENIJAN TEA CO PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"400,000.00","112,000.00",20-01-47,Assam,RoC-Shillong,Agriculture and Allied Activities,SARMA BHAVAN TRUNK ROAD JORHAT Assam INDIA 785001,Indian Non-Government Company
U01132AS1947PTC000756,BOCHAPATHAR TEA ESTATE PVT LTD,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","4,446,000.00",20-01-47,Assam,RoC-Shillong,Agriculture and Allied Activities,P.N ROAD DIBRUGARH Assam INDIA 786001,Indian Non-Government Company
U17302AS1947PLC000764,ORIENT (INDIA) LTD,STRIKE OFF,Public,Company Limited by Shares,"500,000.00",NA,12-02-47,Assam,RoC-Shillong,Manufacturing (Textiles),"30,M.D.SHAH ROAD,PALTAN BAZAR,,GAUHATI Assam INDIA",Indian Non-Government Company
U19201AS1947PTC000771,GAUHATI SHOE FACTORY PVT LTD,ACTIVE,Private,Company Limited by Shares,"200,000.00","118,200.00",19-03-47,Assam,RoC-Shillong,Manufacturing (Leather & products thereof),PAN BAZAR GUWAHATI Assam INDIA 781001,Indian Non-Government Company
U01132AS1947PTC000805,TARAJAN TEA CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","1,195,300.00",19-07-47,Assam,RoC-Shillong,Agriculture and Allied Activities,H.S ROAD DIBRUGARH Assam INDIA 786001,Indian Non-Government Company
U92111AS1947PTC000823,HIMALAY INDUSTRIES PVT LTD,ACTIVE,Private,Company Limited by Shares,"500,000.00","462,000.00",09-12-47,Assam,RoC-Shillong,"Community, personal & Social Services",BISWANATH CHARALI BISWANATH CHARALI ASSAM Assam INDIA 784176,Indian Non-Government Company
U74210AS1948PLC000833,GOALPARA TRIBAL MOTOR ASSOCIATION LTD,STRIKE OFF,Public,Company Limited by Shares,"500,000.00","22,740.00",13-01-48,Assam,RoC-Shillong,Business Services,"BASUGAON, DIST. GOALPARA GOALPARA Assam INDIA",Indian Non-Government Company
U01409AS1948PTC000835,AGARWALLA AGRICULTURAL CO PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","162,500.00",19-01-48,Assam,RoC-Shillong,Agriculture and Allied Activities,KAJANIBARI TEA ESTATEPANITOLA DIBRUGARH ASSAM Assam INDIA 786001,Indian Non-Government Company
U01132AS1948PTC000836,LANKASHI TEA & SEED ESTATES PVT LTD,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","4,800,000.00",19-01-48,Assam,RoC-Shillong,Agriculture and Allied Activities,CHOWKIDINGHEE EAST DIBRUGARH ASSAM Assam INDIA 786001,Indian Non-Government Company
U72100AS1948PTC000844,SAHITYA PRAKASH BHAWAN PRIVATE LTD,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","6,250.00",15-03-48,Assam,RoC-Shillong,Business Services,NOONAMATIGUWAHATI ASSAM Assam INDIA 781020,Indian Non-Government Company
U45203AS1948PTC000845,HINDUSTAN BUILDERS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","98,500.00",29-03-48,Assam,RoC-Shillong,Construction,AMOLAPATTYNAGAON ASSAM Assam INDIA 782001,Indian Non-Government Company
U45203AS1948PTC000863,BUILDER BROTHERS PVT LTD,DORMANT,Private,Company Limited by Shares,"100,000.00","3,000.00",06-07-48,Assam,RoC-Shillong,Construction,Uzan Bazar GUWAHATI ASSAM Assam INDIA,Indian Non-Government Company
U70101AS1948PTC000870,NARSINGDASS SURAJMALL PROPERTIES PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","500,000.00",23-08-48,Assam,RoC-Shillong,Real Estate and Renting,JALANNAGAR DIBRUGARH Assam INDIA 786005,Indian Non-Government Company
U01132AS1948PTC000873,RAISHAHIB GANGARAM CHOWDHURY & SONS CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"1,200,000.00","600,000.00",09-09-48,Assam,RoC-Shillong,Agriculture and Allied Activities,GRAHAM BAZARA T ROAD DIBRUGARH ASSAM Assam INDIA 786001,Indian Non-Government Company
U72100AS1948PTC000874,K. CHALIHA & BROTHERS PVT LTD,STRIKE OFF,Private,Company Limited by Shares,"50,000.00","24,000.00",14-09-48,Assam,RoC-Shillong,Business Services,GOLAGHAT P.O. GOLAGHAT ASSAM Assam INDIA,Indian Non-Government Company
