CIN,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,ROC,DESCRIPTION,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U99999PY1982PTC000197,JAYAKUMAR CHEMICALS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,08-07-82,Pondicherry,RoC-Pondicherry,NA,PILLAYAR KUPPAMBAHOUR COMMUNE PONDICHERRY Pondicherry INDIA,Indian Non-Government Company
U55101PY1982PTC000198,PONDY SRI CHANAKYA HOTEL PRIVATE LIMITED,ACTIVE,PRIV,CLSH,5000000,415100,13-08-82,Pondicherry,RoC-Pondicherry,Trading,"114,MUTHIA MUDALIAR STREETMUTHIALPET, PONDICHERRY MUTHIALPET Pondicherry INDIA 605003",Indian Non-Government Company
L27109PY1982PLC000199,EASTCOAST STEEL LTD,ACTIVE,PUBC,CLSH,100000000,53964680,20-08-82,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",CUDDALORE ROADPILLAYARKUPPAM BAHOURE COMMUNE PONDICHERRY 607 402 Pondicherry INDIA 607402,Indian Non-Government Company
U99999PY1982PTC000200,SONIC SILICATES PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,09-04-82,Pondicherry,RoC-Pondicherry,NA,"NO.11, II CROSS ROAD, VENKATANAGAR, PONDICHERRY. Pondicherry INDIA",Indian Non-Government Company
U99999PY1982PTC000201,MICHAEL MARINES PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,09-06-82,Pondicherry,RoC-Pondicherry,NA,"5, VELLAVARY ST., MUTHIALPET,PONDICHERRY-3. Pondicherry INDIA",Indian Non-Government Company
U13204PY1982PTC000202,HAMIDOU GEM CUTTING FACTORY PVT LTD,STRIKE OFF,PRIV,CLSH,2000000,0,23-09-82,Pondicherry,RoC-Pondicherry,Mining & Quarrying,pondicherry Pondicherry INDIA,Indian Non-Government Company
U33201PY1982PLC000203,GENERAL OPTICS (ASIA) LTD,ACTIVE,PUBC,CLSH,40000000,13500000,10-08-82,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"R.S.84/1, NALLAVADU ROADTHAVALAKUPPAM PONDICHERRY 605 007 PONDICHERRY 605 007 Pondicherry INDIA 605007",Indian Non-Government Company
U99999PY1982PTC000204,PONDICHERRY ALGINATES AND ALLIED PRODUCTS PVT LTD,STRIKE OFF,PRIV,CLSH,1000000,NA,10-11-82,Pondicherry,RoC-Pondicherry,NA,"161,S.V.PATEL SALAIPONDICHERRY-1 Pondicherry INDIA",Indian Non-Government Company
U26931PY1982PTC000205,MERITON BRICKS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,780000,11-02-82,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","60,NEEDARAJAPAIYERSTREET. PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U74996PY1982PTC000206,GOOD LUCK FLUSH DOORS PVT LTD,DORMANT,PRIV,CLSH,500000,219000,26-11-82,Pondicherry,RoC-Pondicherry,Business Services,A-24 & 25 INDUSTRIAL ESTATEMETTUPALAYAM PONDICHERRY Pondicherry INDIA,Indian Non-Government Company
U99999PY1982PTC000207,UNIVERSAL INSULATORS PVT LTD,STRIKE OFF,PRIV,CLSH,2000000,NA,26-11-82,Pondicherry,RoC-Pondicherry,NA,2/27 II FLOOR KAMARAJ SALAIPONDICHERRY 11 Pondicherry INDIA,Indian Non-Government Company
U32301PY1982SGC000208,PONDICHERRY ELECTRONICS LIMITED,ACTIVE,PRIV,CLSH,1500000,965100,12-07-82,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"60, ROMAIN ROLLAND STREET,PONDICHERRY-605001 PONDICHERRY Pondicherry INDIA 605001",State Government Company
U63040PY1982PTC000209,DEEP SEA TRAVLERS PVT LTD,DORMANT,PRIV,CLSH,1500000,435000,12-08-82,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications","6, THIRUMURUGAN ST., KAMARAJNAGAR, PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U25199PY1982PTC000210,SYNCAPS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,900000,820000,23-12-82,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",WHITE TOWERSB-38 INDUSTRIAL ESTATE METTUPALAYAM PONDICHERRY Pondicherry INDIA 650011,Indian Non-Government Company
U24100PY1982PLC000211,PADMA CHEMICALS LTD,AMALGAMATED,PUBC,CLSH,3000000,0,27-12-82,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",ABHISHEKAPAKKAMPURNAKUPPAM 605 007 PONDICHERRY Pondicherry INDIA,Indian Non-Government Company
U99999PY1983PTC000212,SUPERFINE CIRCUITS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,01-12-83,Pondicherry,RoC-Pondicherry,NA,"23, RAJA SINGH STREETPONDICHERRY-1 Pondicherry INDIA",Indian Non-Government Company
U99999PY1983PTC000213,OMEC ELECTRONICS PVT LTD,STRIKE OFF,PRIV,CLSH,2000000,NA,28-01-83,Pondicherry,RoC-Pondicherry,NA,"75, RUE NIDARAJA PAYER,PANDICHERRY-1 Pondicherry INDIA",Indian Non-Government Company
U21012PY1983PTC000214,GOLDEN PAPER AND BOARD MILLS PVT LTD,ACTIVE,PRIV,CLSH,2300000,2300000,15-02-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","MYLAM ROAD, SETHARAPET,P0NDICHERRY - 605 111 P0NDICHERRY - 605 111 Pondicherry INDIA 605111",Indian Non-Government Company
U27104PY1983PTC000215,KAVERI ALLOY CASTING PRIVATE LIMITED,ACTIVE,PRIV,CLSH,20000000,19225000,16-02-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","A-4, PIPDIC INDUSTRIAL AREASEDARAPET, PONDICHERRY SEDARAPET, PONDICHERRY Pondicherry INDIA 605101",Indian Non-Government Company
U99999PY1983PTC000216,EARNEST DECO PACK INDUSTRIES PVT LTD,STRIKE OFF,PRIV,CLSH,2000000,0,21-02-83,Pondicherry,RoC-Pondicherry,NA,88 MARIAMMAN KOIL STREETREDDIARPALAYAM PONDICHERRY Pondicherry INDIA,Indian Non-Government Company
U27104PY1983PTC000217,SREE YANAM STEELS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,15000000,9715000,15-03-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","ADIVIPOLAM, YANAMU.T OF PONDICHERRY U.T OF PONDICHERRY Pondicherry INDIA 533464",Indian Non-Government Company
U99999PY1983PTC000219,HAWK ENGINEERING PVT LTD,STRIKE OFF,PRIV,CLSH,1000000,NA,18-04-83,Pondicherry,RoC-Pondicherry,NA,"NO.3, VELLAVARI STREET,MUTHIALPET, PONDICHERRY. Pondicherry INDIA",Indian Non-Government Company
U99999PY1983PTC000220,METAL COMPONENTS(PAPERS) PVT LTD,STRIKE OFF,PRIV,CLSH,700000,NA,05-10-83,Pondicherry,RoC-Pondicherry,NA,"PLOT NO.61, INDUSTRIAL ESTATE,METTUPALAYAM, PONDICHERRY-605010 Pondicherry INDIA",Indian Non-Government Company
U99999PY1983PTC000222,SOUTHERN TOURS AND CARGO PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,27-05-83,Pondicherry,RoC-Pondicherry,NA,24 MILAD STREETPONDICHERRY 1 Pondicherry INDIA,Indian Non-Government Company
U74900PY1983PTC000223,ISMAIL EXPORTS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,0,27-05-83,Pondicherry,RoC-Pondicherry,Business Services,Pondicherry INDIA,Indian Non-Government Company
U99999PY1983PTC000225,UNITED LEATHERS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,30-06-83,Pondicherry,RoC-Pondicherry,NA,"116, I FLOOR, BHARADHIDASANNAGAR, MUDALIARPET, PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U99999PY1983PTC000226,PRECISIONEX PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,16-07-83,Pondicherry,RoC-Pondicherry,NA,A-27 INDUSTRIAL ESTATETHATTANCHAVADI PONDICHERRY 9 Pondicherry INDIA,Indian Non-Government Company
U74997PY1983PTC000227,ASSOCIATED CERAMIC INDUSTRIES PVT LTD,DORMANT,PRIV,CLSH,1500000,1436000,16-07-83,Pondicherry,RoC-Pondicherry,Business Services,"MANAPET, BAHOURE COMMUNEPONDICHERRY 607 402 Pondicherry INDIA",Indian Non-Government Company
U28939PY1983PTC000228,FASTENEX PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,20-07-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","A-25, INDUSTRIAL ESTATE, THATTANCHAVADI, PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U51909PY1983PTC000229,BRIGHTENEX PRIVATE LIMITED,ACTIVE,PRIV,CLSH,125000,120000,20-07-83,Pondicherry,RoC-Pondicherry,Trading,"A 26 INDUSTRIAL ESTATE, THATTANCHAVADY, PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U24100PY1983PTC000230,COSMO CHEM PVT LTD,STRIKE OFF,PRIV,CLSH,50000,0,20-07-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","118, NEEDARAJAPPIER STREET,PONDICHERRY pondicherry Pondicherry INDIA",Indian Non-Government Company
U28999PY1983PTC000231,TOOLEX PRIVATE LIMITED,ACTIVE,PRIV,CLSH,300000,125000,28-07-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","A-27 INDUSTRIAL ESTATE, THATTANCHAVADI Pondicherry INDIA 605009",Indian Non-Government Company
U17120PY1983PTC000233,YANAM TEXTILES CO PVT LTD,STRIKE OFF,PRIV,CLSH,1500000,0,18-08-83,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),pondicherry Pondicherry INDIA,Indian Non-Government Company
U99999PY1983PTC000234,ACE RUBBER AND ALLIED PRODUCTS PVT LTD,STRIKE OFF,PRIV,CLSH,600000,NA,09-06-83,Pondicherry,RoC-Pondicherry,NA,"I FLOOR, 17 MULLA STREETPONDICHERRY 1 Pondicherry INDIA",Indian Non-Government Company
U99999PY1983PTC000235,SEA CHEMICALS PVT LTD,STRIKE OFF,PRIV,CLSH,1000000,NA,24-09-83,Pondicherry,RoC-Pondicherry,NA,"NO.3, SALEHA MANZIL, HIGHSCHOL ROAD, YANAM. Pondicherry INDIA",Indian Non-Government Company
U24299PY1983PTC000236,EAST COAST CARBIDES PVT LTD,ACTIVE,PRIV,CLSH,1000000,500000,24-09-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","254 ANNA SALAI, PONDICHERRY 254 ANNA SALAI, PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U21012PY1983PTC000237,GURU PAPER MILLS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2500000,2500000,27-09-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)",B-176 PIPDIC INDUSTRIAL ESTATE METTUPALAYAM Pondicherry INDIA 605009,Indian Non-Government Company
U25209PY1983PTC000239,TOKYU INDUSTRIAL PLASTICS PVT LTD,STRIKE OFF,PRIV,CLSH,250000,200000,31-10-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","B-8 INDUSTRIAL ESTATEMETTUPALAYAM, PONDICHERRY METTUPALAYAM Pondicherry INDIA 605009",Indian Non-Government Company
U24116PY1983PLC000240,BORAX INDIA LIMITED,ACTIVE,PUBC,CLSH,51000000,29002400,24-11-83,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",A-81 PIPDIC INDUSTRIAL ESTATEMETTUPALAYAM PONDICHERRY 9 PONDICHERRY-605 009. Pondicherry INDIA 605009,Indian Non-Government Company
U50500PY1983PTC000241,PONDICHERRY AUTOMOBILES PVT LTD,STRIKE OFF,PRIV,CLSH,200000,0,12-05-83,Pondicherry,RoC-Pondicherry,Trading,pondicherry Pondicherry INDIA,Indian Non-Government Company
U99999PY1983PTC000242,GARUDAA STEELS PVT LTD,STRIKE OFF,PRIV,CLSH,1500000,NA,22-12-83,Pondicherry,RoC-Pondicherry,NA,"S.F.NO.59, KIZHIVR VILLAGE KARAIKAL (TK) PONDICHERRY STATE Pondicherry INDIA",Indian Non-Government Company
U99999PY1984PTC000243,CYRX ELECTRONICS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,0,01-10-84,Pondicherry,RoC-Pondicherry,NA,"114,3RD STREET, VENKATA NAGAR,,PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U74996PY1984PTC000244,SRI JAWAA LAMUKI PVT LTD,DORMANT,PRIV,CLSH,300000,200000,27-01-84,Pondicherry,RoC-Pondicherry,Business Services,A 12 & 14 INDUSTRIAL ESTATEMETTUPALAYAM PONDICHERRY Pondicherry INDIA,Indian Non-Government Company
U74900PY1984PTC000245,TANAKA AGENCIES PVT LTD,STRIKE OFF,PRIV,CLSH,100000,0,02-04-84,Pondicherry,RoC-Pondicherry,Business Services,pondicherry Pondicherry INDIA,Indian Non-Government Company
U74900PY1984PTC000246,COGENT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,200000,0,02-07-84,Pondicherry,RoC-Pondicherry,Business Services,68 LAL BAHADUR SASTRI STREETPONDICHERRY 1 pondicherry Pondicherry INDIA,Indian Non-Government Company
U24111PY1984PTC000248,UNITED INDIA CARBONIC GAS PVT LTD,ACTIVE,PRIV,CLSH,500000,477000,13-02-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",NO 93A CAR STREETTHILASPET PONDICHERRY-9 Pondicherry INDIA 605009,Indian Non-Government Company
U99999PY1984PTC000250,SALEM CARBID AND CHEMICAL INDUSTRIES PVT LTD,STRIKE OFF,PRIV,CLSH,1000000,NA,29-02-84,Pondicherry,RoC-Pondicherry,NA,32 VILLIANUR ROADREDDIARPALAYAM PONDICHERRY 10 Pondicherry INDIA,Indian Non-Government Company
U99999PY1984PTC000251,PONDY SAWS AND ALLIED PRODUCTS PVT LTD,STRIKE OFF,PRIV,CLSH,750000,NA,03-07-84,Pondicherry,RoC-Pondicherry,NA,C-24 INDUSTRIAL ESTATETHATTANCHAVADY PONDICHERRY 9 Pondicherry INDIA,Indian Non-Government Company
U15312PY1984PTC000253,EASWARI MODERN RICE MILLS PVT LTD,ACTIVE,PRIV,CLSH,15000000,5050000,20-03-84,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),A-48 to 51 PIPDIC INDUSTRIAL ESTATE METTUPALAYAM PUDUCHERRY Pondicherry INDIA 605009,Indian Non-Government Company
U99999PY1984PTC000254,PONDICHERRY PACKERS AND PRINTERS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,24-03-84,Pondicherry,RoC-Pondicherry,NA,16 ZAMINDAR GARDENPONDICHERRY Pondicherry INDIA,Indian Non-Government Company
L35111PY1984PLC000255,SUMURA MARITIME TRADES LTD,ACTIVE,PUBC,CLSH,70000000,49464000,28-03-84,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),Room no 2 First Floor no 46 Ambur Salai pondicherry Pondicherry INDIA 605001,Indian Non-Government Company
U24111PY1984PTC000256,PONDICHERRY OXY-ACETYLENE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2500000,2400000,28-03-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","97/7, PONDY-VILLUPURAM ROAD THIRUBHUVANAI, PONDICHERRY. Pondicherry INDIA 605107",Indian Non-Government Company
U99999PY1984PTC000257,RAGHANATH SOLVENT OILS PVT LTD,STRIKE OFF,PRIV,CLSH,2000000,NA,04-11-84,Pondicherry,RoC-Pondicherry,NA,"SUBRAHAANYA BHARATHIAR STREET,YANAM Pondicherry INDIA",Indian Non-Government Company
U25209PY1984PTC000259,LOTUS ROOFINGS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,30000000,28473300,26-04-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",SEDURAPETAURO VILLE [VIA] PONDICHERRY 605 101 PONDICHERRY 605 101 Pondicherry INDIA 605101,Indian Non-Government Company
U99999PY1984PTC000260,GARUDAA MACHINE TOOLS PVT LTD,STRIKE OFF,PRIV,CLSH,1000000,NA,16-05-84,Pondicherry,RoC-Pondicherry,NA,"16, KAILASANATHAR KOIL LANEKARAIKKAL Pondicherry INDIA",Indian Non-Government Company
U99999PY1984PTC000261,SOUTHERN ABRASTIVS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,16-05-84,Pondicherry,RoC-Pondicherry,NA,"20-A-II, STREET, TAGORE NAGAR,PONDICHEERY Pondicherry INDIA",Indian Non-Government Company
U24299PY1984PTC000262,CIRCAR CARBIDE INDUSTRIES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,17-05-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","METTACOUR, YANAM 533464 Pondicherry INDIA 533464",Indian Non-Government Company
U99999PY1984PTC000263,TRUST FANS PVT LTD,STRIKE OFF,PRIV,CLSH,100000,NA,24-05-84,Pondicherry,RoC-Pondicherry,NA,11 FIRST STREETKAMBAN NAGAR PONDICHERRY Pondicherry INDIA,Indian Non-Government Company
U74210PY1984PTC000264,TALENT ENGINEERING AND CHEMICALS INDUSTRIES PVT LTD,ACTIVE,PRIV,CLSH,300000,100000,26-05-84,Pondicherry,RoC-Pondicherry,Business Services,"97 NEHRU STEET, TAGORE NAGARPONDICHERRY 8 PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U29211PY1984PLC000266,PL HAULWOL TRAILORS LTD,AMALGAMATED,PUBC,CLSH,9000000,0,06-08-84,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"PLOT NO.A-23, INDL ESTATEMETTUPALAYAM PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U17235PY1984PTC000267,VIJAYA INDUSTRIAL PRODUCTS PVT LTD,STRIKE OFF,PRIV,CLSH,10000000,450000,06-11-84,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),PILLAYARKUPPAM BAHOUR COMMUNEPONDICHERRY PONDICHERRY Pondicherry INDIA,Indian Non-Government Company
U99999PY1984PTC000268,SURYA PAPER BOARDS PVT.LTD.,STRIKE OFF,PRIV,CLSH,1500000,NA,07-06-84,Pondicherry,RoC-Pondicherry,NA,"62-B, VIII CROSSRAJAJI NAGAR PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U25199PY1984PTC000269,PULAVARTY RUBBER INDUSTRIES PVT.LTD.,UNDER PROCESS OF STRIKING OFF,PRIV,CLSH,500000,200000,13-07-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","8-141, PYDICONDALA STREETYANAM 533 464 YANAM 533 464 Pondicherry INDIA 533464",Indian Non-Government Company
U15312PY1984PTC000270,SRI GAYATHRI MODERN RAW AND BOILED RICE MILLS PVT.LTD.,ACTIVE,PRIV,CLSH,50000000,5800500,23-07-84,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),"DOOR NO.10-455, ADIVIPOLAMYANAM 533 464 YANAM 533 464 Pondicherry INDIA 533464",Indian Non-Government Company
U24117PY1984PTC000271,PENTAGON INORGANICS PVT.LTD.,ACTIVE,PRIV,CLSH,300000,242520,08-01-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","A-121, 28TH CROSSPIPDIC INDUSTRIAL ESTATE METTUPALAYAM PONDICHERRY 9 Pondicherry INDIA 605009",Indian Non-Government Company
U99999PY1984PTC000272,PONDY FOODS PVT.LTD.,STRIKE OFF,PRIV,CLSH,200000,NA,08-07-84,Pondicherry,RoC-Pondicherry,NA,"125/5 KAMATCHI AMMAN KOIL ST.,PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U99999PY1984PTC000273,PONDY LEATHERS INDUSTRIES PVT.LTD.,STRIKE OFF,PRIV,CLSH,1000000,NA,29-08-84,Pondicherry,RoC-Pondicherry,NA,106 GREEN TRUST HOME BUILDINGSMAIN ROAD MAHE 673 310 Pondicherry INDIA,Indian Non-Government Company
U99999PY1984PTC000274,GESTO PRODUCTS PVT.LTD.,STRIKE OFF,PRIV,CLSH,1000000,NA,09-06-84,Pondicherry,RoC-Pondicherry,NA,174 JAWAHARLAL NEHRU STREETPONDICHERRY 1 Pondicherry INDIA,Indian Non-Government Company
U99999PY1984PTC000276,ORKAY FORMS PVT LTD,STRIKE OFF,PRIV,CLSH,300000,NA,09-12-84,Pondicherry,RoC-Pondicherry,NA,85 KAMAKSHMI AMMAN KOIL STREETPONDICHERRY 1 Pondicherry INDIA,Indian Non-Government Company
U25200PY1984PLC000277,SUCHITRA ELECTRO PLASTICS LTD.,STRIKE OFF,PUBC,CLSH,2500000,0,19-09-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",pondicherry Pondicherry INDIA,Indian Non-Government Company
U26942PY1984PTC000278,DIAMOND CEMENTS PVT.LTD.,ACTIVE,PRIV,CLSH,1500000,595000,10-05-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",5/61 SIVASUBRAMANIYA SWAMYKOIL STREET LAWSPET PONDICHERRY 605 008. Pondicherry INDIA 605008,Indian Non-Government Company
U99999PY1984PTC000279,VAVEE INDUSTRIAL AND CHEMICALS PVT.LTD.,STRIKE OFF,PRIV,CLSH,500000,NA,15-10-84,Pondicherry,RoC-Pondicherry,NA,"123 SRINIVASA GOUNDAR STREETLAWSPET, PONDICHERRY 8 Pondicherry INDIA",Indian Non-Government Company
U24100PY1984PTC000280,REESHA INORGANIC CHEMICALS PVT.LTD.,STRIKE OFF,PRIV,CLSH,100000,0,19-10-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",pondicherry Pondicherry INDIA,Indian Non-Government Company
U74900PY1984PTC000281,SUN MILK PVT.LTD.,STRIKE OFF,PRIV,CLSH,1000000,0,22-10-84,Pondicherry,RoC-Pondicherry,Business Services,pondicherry Pondicherry INDIA,Indian Non-Government Company
U17121PY1984PTC000282,PONDY DYEING PVT.LTD.,ACTIVE,PRIV,CLSH,1400000,654000,31-10-84,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"NO.16,SAVARIPADATCHI STREETNELLITHOPE PONDICHERRY Pondicherry INDIA 605005",Indian Non-Government Company
U99999PY1984PTC000283,SCANWELL ELECTRONICS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,11-12-84,Pondicherry,RoC-Pondicherry,NA,"C/O SREENIVAS LEATHERINDUSTRIES DRAKSHARAM,YANAM ROAD,YANAM. Pondicherry INDIA",Indian Non-Government Company
U99999PY1984PTC000284,SCANWELL COMPONENTS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,11-12-84,Pondicherry,RoC-Pondicherry,NA,"C/O SREENIVAS LEATHERINDUSTRIES DRAKSHARAM,YANAM ROAD,YANAM. Pondicherry INDIA",Indian Non-Government Company
U99999PY1984PTC000285,UNIQUE REPROGRAPHICS PVT LTD,STRIKE OFF,PRIV,CLSH,500000,NA,11-12-84,Pondicherry,RoC-Pondicherry,NA,"NETTAKUR,YANAM,PONDICHERRYSTATE. Pondicherry INDIA",Indian Non-Government Company
U74900PY1984PTC000286,SWADHANTHIRAM PUBLISHERS PVT LTD,STRIKE OFF,PRIV,CLSH,100000,0,14-11-84,Pondicherry,RoC-Pondicherry,Business Services,pondicherry Pondicherry INDIA,Indian Non-Government Company
U74900PY1984PTC000288,SAMPOORNA BLUE METALS PVT LTD,STRIKE OFF,PRIV,CLSH,200000,0,16-11-84,Pondicherry,RoC-Pondicherry,Business Services,pondicherry Pondicherry INDIA,Indian Non-Government Company
U45209PY1984PTC000289,KANNAYAN CONSTRUCTIONS PVT LTD,STRIKE OFF,PRIV,CLSH,150000,0,16-11-84,Pondicherry,RoC-Pondicherry,Construction,pondicherry Pondicherry INDIA,Indian Non-Government Company
U99999PY1984PTC000290,AKAT TEXTILES PVT LTD,STRIKE OFF,PRIV,CLSH,700000,NA,28-11-84,Pondicherry,RoC-Pondicherry,NA,"13/45 CHINNASWAMY NAGARARIYANKUPPAM, PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U15539PY1984PTC000291,CHICKO FOODS PVT.LTD.,DORMANT,PRIV,CLSH,500000,275000,12-05-84,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),"A 27,28 & 41 INDUSTRIAL ESTATESEDARAPET PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U51109PY1984PTC000292,A.J.M.INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,500200,12-05-84,Pondicherry,RoC-Pondicherry,Trading,"A-10, INDUSTRIAL ESTATE THATTANCHAVADY PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U24239PY1984PTC000293,TRANSAL LABS PVT.LTD.,STRIKE OFF,PRIV,CLSH,1000000,600000,18-12-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","42, SITHANKUDI MAIN ROAD,PONDICHERRY - 605 013 PONDICHERRY - 605 013 Pondicherry INDIA 605013",Indian Non-Government Company
U74999PY1984PTC000294,CIRFAB PRIVATE LIMITED,DORMANT,PRIV,CLSH,1000000,600000,20-12-84,Pondicherry,RoC-Pondicherry,Business Services,"B-138, PIPDIC INDUSTRIALESTATE METTUPALAYAM PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U15311PY1984PTC000295,PONDY ROLLER FLOUR MILLS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,9500000,1500000,31-12-84,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),"CHALAKKARA , MAHE 673 311 CHALAKKARA , MAHE 673 311 Pondicherry INDIA 673311",Indian Non-Government Company
U25209PY1984PTC000296,PONDY POLYWEAVE PVT.LTD.,DORMANT,PRIV,CLSH,1000000,355000,31-12-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","B-139, PIPDIC INDUSTRIALESTATE, METTUPALAYAM PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U99999PY1985PTC000297,RORITA LABORATORIES PVT LTD,STRIKE OFF,PRIV,CLSH,2000000,NA,15-01-85,Pondicherry,RoC-Pondicherry,NA,36 NATESAN NAGARPONDICHERRY 5 Pondicherry INDIA,Indian Non-Government Company
U99999PY1985PTC000298,ROURI MADHU CHEMICALS PVT LTD,STRIKE OFF,PRIV,CLSH,1940000,NA,15-01-85,Pondicherry,RoC-Pondicherry,NA,POST BOX NO.22PIPDIC INDUSTRIAL AREA METTUPALAYAM PONDICHERRY 9 Pondicherry INDIA,Indian Non-Government Company
U99999PY1985PTC000299,CUREWEL INDUSTRIES PVT LTD,STRIKE OFF,PRIV,CLSH,1000000,0,23-01-85,Pondicherry,RoC-Pondicherry,NA,"10 FIRST FLOOR,, FIRST CROSSRAJIV GANDHI NAGAR PONDICHERRY 605 013 Pondicherry INDIA",Indian Non-Government Company
